battery_id,cycle_number,time_min,voltage_v,current_a,capacity_ah,state_of_health,temp_c
B0007,1,65.402,3.6079,-2.0,1.45338,0.9992,22.87
B0007,1,66.311,3.4976,-2.0,1.47357,0.9992,22.73
B0007,1,67.219,3.3716,-2.0,1.49375,0.9992,23.0
B0007,1,68.127,3.2529,-2.0,1.51394,0.9992,25.8
B0007,1,69.036,3.1248,-2.0,1.53413,0.9992,22.15
B0007,1,69.944,3.0214,-2.0,1.55431,0.9992,24.02
B0007,1,70.852,2.9268,-2.0,1.5745,0.9992,23.55
B0007,1,71.761,2.843,-2.0,1.59468,0.9992,24.37
B0007,1,72.669,2.7819,-2.0,1.61487,0.9992,22.04
B0007,1,73.577,2.7209,-2.0,1.63506,0.9992,24.21
B0007,1,74.486,2.6759,-2.0,1.65524,0.9992,25.73
B0007,1,75.394,2.6446,-2.0,1.67543,0.9992,23.96
B0007,1,76.303,2.6257,-2.0,1.69561,0.9992,23.41
B0007,1,77.211,2.5949,-2.0,1.7158,0.9992,23.57
B0007,1,78.119,2.5952,-2.0,1.73598,0.9992,23.66
B0007,1,79.028,2.5753,-2.0,1.75617,0.9992,24.93
B0007,1,79.936,2.5701,-2.0,1.77636,0.9992,23.49
B0007,1,80.844,2.5668,-2.0,1.79654,0.9992,24.77
B0007,1,81.753,2.5737,-2.0,1.81673,0.9992,24.83
B0007,1,82.661,2.5645,-2.0,1.83691,0.9992,23.49
B0007,1,83.569,2.5512,-2.0,1.8571,0.9992,24.06
B0007,1,84.478,2.5552,-2.0,1.87729,0.9992,22.92
B0007,1,85.386,2.5526,-2.0,1.89747,0.9992,24.4
B0007,1,86.295,2.5543,-2.0,1.91766,0.9992,24.5
B0007,1,87.203,2.5533,-2.0,1.93784,0.9992,23.49
B0007,1,88.111,2.5488,-2.0,1.95803,0.9992,22.8
B0007,1,89.02,2.5599,-2.0,1.97821,0.9992,24.01
B0007,1,89.928,2.5496,-2.0,1.9984,0.9992,23.07
B0007,42,0.0,4.1647,-2.0,0.0,0.967,22.93
B0007,42,0.879,4.1479,-2.0,0.01953,0.967,24.42
B0007,42,1.758,4.153,-2.0,0.03907,0.967,24.96
B0007,42,2.637,4.159,-2.0,0.0586,0.967,24.51
B0007,42,3.516,4.1447,-2.0,0.07814,0.967,23.74
B0007,42,4.395,4.1515,-2.0,0.09767,0.967,26.07
B0007,42,5.274,4.143,-2.0,0.11721,0.967,25.2
B0007,42,6.153,4.1509,-2.0,0.13674,0.967,24.84
B0007,42,7.032,4.1495,-2.0,0.15628,0.967,23.16
B0007,42,7.911,4.1538,-2.0,0.17581,0.967,24.65
B0007,42,8.791,4.1549,-2.0,0.19535,0.967,23.99
B0007,42,9.67,4.147,-2.0,0.21488,0.967,22.44
B0007,42,10.549,4.1541,-2.0,0.23441,0.967,24.42
B0007,42,11.428,4.1452,-2.0,0.25395,0.967,23.46
B0007,42,12.307,4.1477,-2.0,0.27348,0.967,22.52
B0007,42,13.186,4.1459,-2.0,0.29302,0.967,22.87
B0007,42,14.065,4.1479,-2.0,0.31255,0.967,23.26
B0007,42,14.944,4.1419,-2.0,0.33209,0.967,26.02
B0007,42,15.823,4.1563,-2.0,0.35162,0.967,23.22
B0007,42,16.702,4.1514,-2.0,0.37116,0.967,24.42
B0007,42,17.581,4.156,-2.0,0.39069,0.967,23.18
B0007,42,18.46,4.1555,-2.0,0.41022,0.967,23.45
B0007,42,19.339,4.1433,-2.0,0.42976,0.967,24.72
B0007,42,20.218,4.1565,-2.0,0.44929,0.967,26.59
B0007,42,21.097,4.144,-2.0,0.46883,0.967,24.7
B0007,42,21.976,4.1479,-2.0,0.48836,0.967,24.78
B0007,42,22.855,4.1426,-2.0,0.5079,0.967,22.74
B0007,42,23.734,4.1461,-2.0,0.52743,0.967,24.08
B0007,42,24.613,4.1468,-2.0,0.54697,0.967,24.66
B0007,42,25.493,4.1551,-2.0,0.5665,0.967,24.6
B0007,42,26.372,4.1581,-2.0,0.58604,0.967,24.42
B0007,42,27.251,4.1439,-2.0,0.60557,0.967,25.36
B0007,42,28.13,4.147,-2.0,0.6251,0.967,24.91
B0007,42,29.009,4.1578,-2.0,0.64464,0.967,24.46
B0007,42,29.888,4.1425,-2.0,0.66417,0.967,23.08
B0007,42,30.767,4.1566,-2.0,0.68371,0.967,23.83
B0007,42,31.646,4.1503,-2.0,0.70324,0.967,24.76
B0007,42,32.525,4.1534,-2.0,0.72278,0.967,24.28
B0007,42,33.404,4.1488,-2.0,0.74231,0.967,23.69
B0007,42,34.283,4.1541,-2.0,0.76185,0.967,24.55
B0007,42,35.162,4.1485,-2.0,0.78138,0.967,25.08
B0007,42,36.041,4.1491,-2.0,0.80091,0.967,23.15
B0007,42,36.92,4.1459,-2.0,0.82045,0.967,23.02
B0007,42,37.799,4.1482,-2.0,0.83998,0.967,25.23
B0007,42,38.678,4.1454,-2.0,0.85952,0.967,24.19
B0007,42,39.557,4.1459,-2.0,0.87905,0.967,23.74
B0007,42,40.436,4.1414,-2.0,0.89859,0.967,23.78
B0007,42,41.315,4.1476,-2.0,0.91812,0.967,24.54
B0007,42,42.195,4.1492,-2.0,0.93766,0.967,22.8
B0007,42,43.074,4.1529,-2.0,0.95719,0.967,24.21
B0007,42,43.953,4.1477,-2.0,0.97673,0.967,23.99
B0007,42,44.832,4.143,-2.0,0.99626,0.967,24.22
B0007,42,45.711,4.1466,-2.0,1.01579,0.967,22.25
B0007,42,46.59,4.1396,-2.0,1.03533,0.967,23.75
B0007,42,47.469,4.1411,-2.0,1.05486,0.967,25.19
B0007,42,48.348,4.1326,-2.0,1.0744,0.967,23.5
B0007,42,49.227,4.1295,-2.0,1.09393,0.967,23.2
B0007,42,50.106,4.1246,-2.0,1.11347,0.967,24.77
B0007,42,50.985,4.1134,-2.0,1.133,0.967,24.43
B0007,42,51.864,4.1002,-2.0,1.15254,0.967,23.44
B0007,42,52.743,4.094,-2.0,1.17207,0.967,25.67
B0007,42,53.622,4.0772,-2.0,1.19161,0.967,21.8
B0007,42,54.501,4.0465,-2.0,1.21114,0.967,24.03
B0007,42,55.38,4.0313,-2.0,1.23067,0.967,24.38
B0007,42,56.259,3.993,-2.0,1.25021,0.967,25.16
B0007,42,57.138,3.9442,-2.0,1.26974,0.967,24.89
B0007,42,58.017,3.8829,-2.0,1.28928,0.967,23.1
B0007,42,58.897,3.8145,-2.0,1.30881,0.967,23.73
B0007,42,59.776,3.7433,-2.0,1.32835,0.967,24.11
B0007,42,60.655,3.6521,-2.0,1.34788,0.967,23.07
B0007,42,61.534,3.5487,-2.0,1.36742,0.967,22.5
B0007,42,62.413,3.4469,-2.0,1.38695,0.967,23.7
B0007,42,63.292,3.3245,-2.0,1.40648,0.967,25.59
B0007,42,64.171,3.2085,-2.0,1.42602,0.967,22.87
B0007,42,65.05,3.1023,-2.0,1.44555,0.967,23.93
B0007,42,65.929,3.0117,-2.0,1.46509,0.967,24.74
B0007,42,66.808,2.9353,-2.0,1.48462,0.967,21.75
B0007,42,67.687,2.8506,-2.0,1.50416,0.967,23.44
B0007,42,68.566,2.7819,-2.0,1.52369,0.967,23.38
B0007,42,69.445,2.7289,-2.0,1.54323,0.967,25.68
B0007,42,70.324,2.6964,-2.0,1.56276,0.967,24.02
B0007,42,71.203,2.6662,-2.0,1.5823,0.967,22.49
B0007,42,72.082,2.6272,-2.0,1.60183,0.967,21.82
B0007,42,72.961,2.6104,-2.0,1.62136,0.967,24.16
B0007,42,73.84,2.5991,-2.0,1.6409,0.967,24.15
B0007,42,74.719,2.5798,-2.0,1.66043,0.967,24.8
B0007,42,75.599,2.5791,-2.0,1.67997,0.967,24.73
B0007,42,76.478,2.5617,-2.0,1.6995,0.967,24.31
B0007,42,77.357,2.56,-2.0,1.71904,0.967,23.6
B0007,42,78.236,2.5647,-2.0,1.73857,0.967,24.09
B0007,42,79.115,2.5548,-2.0,1.75811,0.967,24.01
B0007,42,79.994,2.5492,-2.0,1.77764,0.967,25.15
B0007,42,80.873,2.5541,-2.0,1.79717,0.967,25.12
B0007,42,81.752,2.5513,-2.0,1.81671,0.967,23.48
B0007,42,82.631,2.5491,-2.0,1.83624,0.967,24.88
B0007,42,83.51,2.5487,-2.0,1.85578,0.967,24.64
B0007,42,84.389,2.5498,-2.0,1.87531,0.967,22.02
B0007,42,85.268,2.5484,-2.0,1.89485,0.967,22.82
B0007,42,86.147,2.5511,-2.0,1.91438,0.967,22.81
B0007,42,87.026,2.5553,-2.0,1.93392,0.967,23.91
B0007,84,0.0,4.1491,-2.0,0.0,0.935,24.66
B0007,84,0.85,4.1548,-2.0,0.01889,0.935,23.98
B0007,84,1.7,4.1461,-2.0,0.03778,0.935,22.23
B0007,84,2.55,4.1466,-2.0,0.05667,0.935,23.38
B0007,84,3.4,4.1505,-2.0,0.07556,0.935,23.65
B0007,84,4.25,4.1534,-2.0,0.09445,0.935,23.39
B0007,84,5.1,4.1497,-2.0,0.11333,0.935,25.18
B0007,84,5.95,4.1517,-2.0,0.13222,0.935,23.94
B0007,84,6.8,4.147,-2.0,0.15111,0.935,23.37
B0007,84,7.65,4.1457,-2.0,0.17,0.935,23.46
B0007,84,8.5,4.1538,-2.0,0.18889,0.935,23.78
B0007,84,9.35,4.1433,-2.0,0.20778,0.935,25.77
B0007,84,10.2,4.1516,-2.0,0.22667,0.935,22.59
B0007,84,11.05,4.1478,-2.0,0.24556,0.935,24.11
B0007,84,11.9,4.1585,-2.0,0.26445,0.935,22.89
B0007,84,12.75,4.1549,-2.0,0.28334,0.935,25.4
B0007,84,13.6,4.1469,-2.0,0.30222,0.935,23.72
B0007,84,14.45,4.1448,-2.0,0.32111,0.935,23.8
B0007,84,15.3,4.1498,-2.0,0.34,0.935,24.66
B0007,84,16.15,4.1554,-2.0,0.35889,0.935,23.25
B0007,84,17.0,4.1402,-2.0,0.37778,0.935,23.98
B0007,84,17.85,4.1515,-2.0,0.39667,0.935,24.25
B0007,84,18.7,4.1484,-2.0,0.41556,0.935,24.12
B0007,84,19.55,4.1576,-2.0,0.43445,0.935,24.38
B0007,84,20.4,4.1481,-2.0,0.45334,0.935,23.5
B0007,84,21.25,4.1491,-2.0,0.47223,0.935,25.64
B0007,84,22.1,4.1491,-2.0,0.49112,0.935,23.98
B0007,84,22.95,4.1476,-2.0,0.51,0.935,25.1
B0007,84,23.8,4.1598,-2.0,0.52889,0.935,24.45
B0007,84,24.65,4.1504,-2.0,0.54778,0.935,24.04
B0007,84,25.5,4.138,-2.0,0.56667,0.935,24.75
B0007,84,26.35,4.1506,-2.0,0.58556,0.935,24.43
B0007,84,27.2,4.1464,-2.0,0.60445,0.935,23.62
B0007,84,28.05,4.1478,-2.0,0.62334,0.935,25.02
B0007,84,28.9,4.148,-2.0,0.64223,0.935,26.08
B0007,84,29.75,4.152,-2.0,0.66112,0.935,22.72
B0007,84,30.6,4.1491,-2.0,0.68001,0.935,23.35
B0007,84,31.45,4.1387,-2.0,0.6989,0.935,25.6
B0007,84,32.3,4.1531,-2.0,0.71778,0.935,24.53
B0007,84,33.15,4.1503,-2.0,0.73667,0.935,22.62
B0007,84,34.0,4.1469,-2.0,0.75556,0.935,24.84
B0007,84,34.85,4.1438,-2.0,0.77445,0.935,21.47
B0007,84,35.7,4.1476,-2.0,0.79334,0.935,23.86
B0007,84,36.55,4.1491,-2.0,0.81223,0.935,24.73
B0007,84,37.4,4.1511,-2.0,0.83112,0.935,24.26
B0007,84,38.25,4.1533,-2.0,0.85001,0.935,22.48
B0007,84,39.1,4.1491,-2.0,0.8689,0.935,24.63
B0007,84,39.95,4.1393,-2.0,0.88779,0.935,22.5
B0007,84,40.8,4.1404,-2.0,0.90667,0.935,23.34
B0007,84,41.65,4.1462,-2.0,0.92556,0.935,23.39
B0007,84,42.5,4.1359,-2.0,0.94445,0.935,23.39
B0007,84,43.35,4.1428,-2.0,0.96334,0.935,24.01
B0007,84,44.2,4.1325,-2.0,0.98223,0.935,23.89
B0007,84,45.05,4.135,-2.0,1.00112,0.935,23.25
B0007,84,45.9,4.1288,-2.0,1.02001,0.935,24.21
B0007,84,46.75,4.1133,-2.0,1.0389,0.935,26.5
B0007,84,47.6,4.0984,-2.0,1.05779,0.935,23.65
B0007,84,48.45,4.0842,-2.0,1.07668,0.935,24.95
B0007,84,49.3,4.0818,-2.0,1.09557,0.935,25.67
B0007,84,50.15,4.058,-2.0,1.11445,0.935,23.8
B0007,84,51.0,4.023,-2.0,1.13334,0.935,22.33
B0007,84,51.85,4.0013,-2.0,1.15223,0.935,24.47
B0007,84,52.7,3.9471,-2.0,1.17112,0.935,25.33
B0007,84,53.55,3.8941,-2.0,1.19001,0.935,24.41
B0007,84,54.4,3.8376,-2.0,1.2089,0.935,24.64
B0007,84,55.25,3.7672,-2.0,1.22779,0.935,22.55
B0007,84,56.1,3.6867,-2.0,1.24668,0.935,25.05
B0007,84,56.95,3.5955,-2.0,1.26557,0.935,24.78
B0007,84,57.801,3.4922,-2.0,1.28446,0.935,23.97
B0007,84,58.651,3.3913,-2.0,1.30334,0.935,24.75
B0007,84,59.501,3.29,-2.0,1.32223,0.935,24.69
B0007,84,60.351,3.1928,-2.0,1.34112,0.935,24.69
B0007,84,61.201,3.0915,-2.0,1.36001,0.935,23.0
B0007,84,62.051,3.0008,-2.0,1.3789,0.935,23.47
B0007,84,62.901,2.9193,-2.0,1.39779,0.935,23.63
B0007,84,63.751,2.8468,-2.0,1.41668,0.935,22.04
B0007,84,64.601,2.7894,-2.0,1.43557,0.935,24.19
B0007,84,65.451,2.7369,-2.0,1.45446,0.935,24.02
B0007,84,66.301,2.7128,-2.0,1.47335,0.935,25.02
B0007,84,67.151,2.6789,-2.0,1.49224,0.935,24.39
B0007,84,68.001,2.6504,-2.0,1.51112,0.935,23.28
B0007,84,68.851,2.6205,-2.0,1.53001,0.935,21.26
B0007,84,69.701,2.6133,-2.0,1.5489,0.935,25.54
B0007,84,70.551,2.5918,-2.0,1.56779,0.935,23.75
B0007,84,71.401,2.5807,-2.0,1.58668,0.935,24.38
B0007,84,72.251,2.5823,-2.0,1.60557,0.935,22.26
B0007,84,73.101,2.5727,-2.0,1.62446,0.935,23.72
B0007,84,73.951,2.5665,-2.0,1.64335,0.935,24.46
B0007,84,74.801,2.5613,-2.0,1.66224,0.935,23.9
B0007,84,75.651,2.5584,-2.0,1.68113,0.935,24.97
B0007,84,76.501,2.5594,-2.0,1.70001,0.935,24.22
B0007,84,77.351,2.5493,-2.0,1.7189,0.935,23.62
B0007,84,78.201,2.5588,-2.0,1.73779,0.935,24.04
B0007,84,79.051,2.5566,-2.0,1.75668,0.935,25.77
B0007,84,79.901,2.5578,-2.0,1.77557,0.935,24.09
B0007,84,80.751,2.5494,-2.0,1.79446,0.935,21.45
B0007,84,81.601,2.5507,-2.0,1.81335,0.935,23.67
B0007,84,82.451,2.5531,-2.0,1.83224,0.935,23.85
B0007,84,83.301,2.5493,-2.0,1.85113,0.935,22.22
B0007,84,84.151,2.546,-2.0,1.87002,0.935,24.48
B0007,126,0.0,4.1586,-2.0,0.0,0.9041,23.9
B0007,126,0.822,4.1516,-2.0,0.01826,0.9041,24.95
B0007,126,1.644,4.1459,-2.0,0.03653,0.9041,24.37
B0007,126,2.466,4.1463,-2.0,0.05479,0.9041,24.86
B0007,126,3.288,4.1508,-2.0,0.07306,0.9041,24.3
B0007,126,4.11,4.1461,-2.0,0.09132,0.9041,24.71
B0007,126,4.932,4.1604,-2.0,0.10959,0.9041,22.99
B0007,126,5.753,4.1483,-2.0,0.12785,0.9041,24.23
B0007,126,6.575,4.1539,-2.0,0.14612,0.9041,23.44
B0007,126,7.397,4.1358,-2.0,0.16438,0.9041,25.36
B0007,126,8.219,4.1538,-2.0,0.18265,0.9041,22.26
B0007,126,9.041,4.147,-2.0,0.20091,0.9041,25.57
B0007,126,9.863,4.1572,-2.0,0.21918,0.9041,24.94
B0007,126,10.685,4.1491,-2.0,0.23744,0.9041,24.08
B0007,126,11.507,4.1493,-2.0,0.25571,0.9041,25.13
B0007,126,12.329,4.1456,-2.0,0.27397,0.9041,23.19
B0007,126,13.151,4.155,-2.0,0.29224,0.9041,23.96
B0007,126,13.973,4.1569,-2.0,0.3105,0.9041,23.33
B0007,126,14.795,4.1497,-2.0,0.32877,0.9041,23.08
B0007,126,15.617,4.15,-2.0,0.34703,0.9041,22.52
B0007,126,16.438,4.1475,-2.0,0.3653,0.9041,22.56
B0007,126,17.26,4.1534,-2.0,0.38356,0.9041,24.72
B0007,126,18.082,4.1413,-2.0,0.40183,0.9041,25.33
B0007,126,18.904,4.1625,-2.0,0.42009,0.9041,24.05
B0007,126,19.726,4.1468,-2.0,0.43836,0.9041,26.82
B0007,126,20.548,4.1433,-2.0,0.45662,0.9041,24.02
B0007,126,21.37,4.1508,-2.0,0.47489,0.9041,25.35
B0007,126,22.192,4.1517,-2.0,0.49315,0.9041,23.5
B0007,126,23.014,4.1451,-2.0,0.51142,0.9041,23.66
B0007,126,23.836,4.1448,-2.0,0.52968,0.9041,24.05
B0007,126,24.658,4.147,-2.0,0.54795,0.9041,22.51
B0007,126,25.48,4.156,-2.0,0.56621,0.9041,23.5
B0007,126,26.301,4.1434,-2.0,0.58448,0.9041,23.83
B0007,126,27.123,4.1499,-2.0,0.60274,0.9041,22.25
B0007,126,27.945,4.1512,-2.0,0.62101,0.9041,22.95
B0007,126,28.767,4.1579,-2.0,0.63927,0.9041,24.52
B0007,126,29.589,4.1472,-2.0,0.65754,0.9041,23.25
B0007,126,30.411,4.1484,-2.0,0.6758,0.9041,24.61
B0007,126,31.233,4.1485,-2.0,0.69407,0.9041,23.78
B0007,126,32.055,4.1486,-2.0,0.71233,0.9041,23.4
B0007,126,32.877,4.1461,-2.0,0.7306,0.9041,21.91
B0007,126,33.699,4.1521,-2.0,0.74886,0.9041,24.3
B0007,126,34.521,4.1426,-2.0,0.76713,0.9041,25.9
B0007,126,35.343,4.146,-2.0,0.78539,0.9041,22.96
B0007,126,36.165,4.1486,-2.0,0.80366,0.9041,24.4
B0007,126,36.986,4.1447,-2.0,0.82192,0.9041,23.57
B0007,126,37.808,4.143,-2.0,0.84019,0.9041,23.74
B0007,126,38.63,4.141,-2.0,0.85845,0.9041,22.1
B0007,126,39.452,4.1328,-2.0,0.87672,0.9041,25.72
B0007,126,40.274,4.127,-2.0,0.89498,0.9041,23.4
B0007,126,41.096,4.1234,-2.0,0.91325,0.9041,22.79
B0007,126,41.918,4.108,-2.0,0.93151,0.9041,23.77
B0007,126,42.74,4.1115,-2.0,0.94978,0.9041,23.95
B0007,126,43.562,4.0996,-2.0,0.96804,0.9041,24.04
B0007,126,44.384,4.0923,-2.0,0.98631,0.9041,23.81
B0007,126,45.206,4.0678,-2.0,1.00457,0.9041,23.72
B0007,126,46.028,4.0531,-2.0,1.02284,0.9041,25.41
B0007,126,46.85,4.0217,-2.0,1.0411,0.9041,24.1
B0007,126,47.671,3.9954,-2.0,1.05937,0.9041,23.01
B0007,126,48.493,3.9559,-2.0,1.07763,0.9041,22.53
B0007,126,49.315,3.9014,-2.0,1.0959,0.9041,24.37
B0007,126,50.137,3.8544,-2.0,1.11416,0.9041,24.2
B0007,126,50.959,3.7933,-2.0,1.13243,0.9041,23.02
B0007,126,51.781,3.7212,-2.0,1.15069,0.9041,22.77
B0007,126,52.603,3.6479,-2.0,1.16896,0.9041,22.64
B0007,126,53.425,3.552,-2.0,1.18722,0.9041,22.96
B0007,126,54.247,3.4623,-2.0,1.20549,0.9041,23.67
B0007,126,55.069,3.3601,-2.0,1.22375,0.9041,24.85
B0007,126,55.891,3.2658,-2.0,1.24201,0.9041,24.52
B0007,126,56.713,3.1661,-2.0,1.26028,0.9041,22.6
B0007,126,57.535,3.0819,-2.0,1.27854,0.9041,23.68
B0007,126,58.356,3.0019,-2.0,1.29681,0.9041,23.92
B0007,126,59.178,2.9255,-2.0,1.31507,0.9041,22.38
B0007,126,60.0,2.8686,-2.0,1.33334,0.9041,23.84
B0007,126,60.822,2.8064,-2.0,1.3516,0.9041,23.16
B0007,126,61.644,2.7568,-2.0,1.36987,0.9041,22.7
B0007,126,62.466,2.7178,-2.0,1.38813,0.9041,23.64
B0007,126,63.288,2.6829,-2.0,1.4064,0.9041,24.7
B0007,126,64.11,2.6498,-2.0,1.42466,0.9041,23.32
B0007,126,64.932,2.6365,-2.0,1.44293,0.9041,26.1
B0007,126,65.754,2.6161,-2.0,1.46119,0.9041,24.59
B0007,126,66.576,2.6023,-2.0,1.47946,0.9041,25.94
B0007,126,67.398,2.583,-2.0,1.49772,0.9041,24.09
B0007,126,68.219,2.5748,-2.0,1.51599,0.9041,21.49
B0007,126,69.041,2.5774,-2.0,1.53425,0.9041,24.14
B0007,126,69.863,2.569,-2.0,1.55252,0.9041,23.89
B0007,126,70.685,2.5815,-2.0,1.57078,0.9041,23.74
B0007,126,71.507,2.5651,-2.0,1.58905,0.9041,23.35
B0007,126,72.329,2.5614,-2.0,1.60731,0.9041,23.76
B0007,126,73.151,2.5557,-2.0,1.62558,0.9041,25.82
B0007,126,73.973,2.562,-2.0,1.64384,0.9041,24.14
B0007,126,74.795,2.5433,-2.0,1.66211,0.9041,23.64
B0007,126,75.617,2.5673,-2.0,1.68037,0.9041,23.77
B0007,126,76.439,2.5585,-2.0,1.69864,0.9041,25.44
B0007,126,77.261,2.5534,-2.0,1.7169,0.9041,23.16
B0007,126,78.083,2.5396,-2.0,1.73517,0.9041,24.68
B0007,126,78.904,2.5473,-2.0,1.75343,0.9041,24.18
B0007,126,79.726,2.5449,-2.0,1.7717,0.9041,23.73
B0007,126,80.548,2.551,-2.0,1.78996,0.9041,24.27
B0007,126,81.37,2.5451,-2.0,1.80823,0.9041,25.2
B0007,168,0.0,4.147,-2.0,0.0,0.8742,22.33
B0007,168,0.795,4.1495,-2.0,0.01766,0.8742,24.03
B0007,168,1.59,4.1508,-2.0,0.03532,0.8742,25.36
B0007,168,2.384,4.1488,-2.0,0.05298,0.8742,23.88
B0007,168,3.179,4.1445,-2.0,0.07065,0.8742,24.82
B0007,168,3.974,4.1509,-2.0,0.08831,0.8742,23.58
B0007,168,4.769,4.1405,-2.0,0.10597,0.8742,25.44
B0007,168,5.563,4.1439,-2.0,0.12363,0.8742,23.41
B0007,168,6.358,4.1518,-2.0,0.14129,0.8742,22.8
B0007,168,7.153,4.1425,-2.0,0.15895,0.8742,21.88
B0007,168,7.948,4.1536,-2.0,0.17661,0.8742,23.45
B0007,168,8.742,4.1646,-2.0,0.19428,0.8742,23.01
B0007,168,9.537,4.1454,-2.0,0.21194,0.8742,23.43
B0007,168,10.332,4.1512,-2.0,0.2296,0.8742,23.53
B0007,168,11.127,4.153,-2.0,0.24726,0.8742,23.02
B0007,168,11.921,4.1431,-2.0,0.26492,0.8742,22.2
