battery_id,cycle_number,capacity_ah,rated_capacity_ah,state_of_health,temperature_c,internal_resistance_mohm,charge_time_min,discharge_time_min,voltage_drop_v,energy_wh,remaining_useful_life,is_end_of_life,alpha,temp_profile
B0007,22,1.96816,2.0,0.98408,24.62,156.35,111.63,89.34,0.3118,7.2822,423,False,0.0008,Room Temp
B0007,23,1.95942,2.0,0.97971,24.49,164.08,122.77,88.35,0.3207,7.2498,422,False,0.0008,Room Temp
B0007,24,1.96989,2.0,0.98494,23.57,166.51,118.12,87.35,0.3339,7.2886,421,False,0.0008,Room Temp
B0007,25,1.9605,2.0,0.98025,24.96,164.81,113.9,87.36,0.3376,7.2538,420,False,0.0008,Room Temp
B0007,26,1.95645,2.0,0.97823,23.51,169.94,117.21,84.95,0.3383,7.2389,419,False,0.0008,Room Temp
B0007,27,1.95339,2.0,0.97669,22.07,163.0,120.78,87.88,0.3291,7.2275,418,False,0.0008,Room Temp
B0007,28,1.97021,2.0,0.9851,23.31,167.37,118.03,86.97,0.3289,7.2898,417,False,0.0008,Room Temp
B0007,29,1.9503,2.0,0.97515,24.72,180.01,117.11,86.93,0.3594,7.2161,416,False,0.0008,Room Temp
B0007,30,1.95574,2.0,0.97787,24.53,175.05,112.06,83.23,0.3451,7.2362,415,False,0.0008,Room Temp
B0007,31,1.95979,2.0,0.97989,20.87,149.8,121.11,88.68,0.2887,7.2512,414,False,0.0008,Room Temp
B0007,32,1.94157,2.0,0.97078,22.06,167.43,117.24,88.36,0.3063,7.1838,413,False,0.0008,Room Temp
B0007,33,1.94104,2.0,0.97052,21.75,165.82,117.5,88.94,0.313,7.1818,412,False,0.0008,Room Temp
B0007,34,1.9467,2.0,0.97335,25.12,181.02,117.76,88.25,0.344,7.2028,411,False,0.0008,Room Temp
B0007,35,1.92564,2.0,0.96282,25.69,173.0,122.42,83.91,0.3512,7.1249,410,False,0.0008,Room Temp
B0007,36,1.95817,2.0,0.97909,24.84,173.99,119.4,84.98,0.3615,7.2452,409,False,0.0008,Room Temp
B0007,37,1.93678,2.0,0.96839,25.01,165.6,115.51,90.03,0.3277,7.1661,408,False,0.0008,Room Temp
B0007,38,1.95174,2.0,0.97587,23.84,163.4,121.95,86.65,0.3338,7.2214,407,False,0.0008,Room Temp
B0007,39,1.93877,2.0,0.96938,20.91,170.52,125.67,88.23,0.3405,7.1734,406,False,0.0008,Room Temp
B0007,40,1.94562,2.0,0.97281,24.42,175.55,115.91,88.02,0.3615,7.1988,405,False,0.0008,Room Temp
B0007,41,1.92878,2.0,0.96439,26.85,177.56,116.27,88.79,0.3523,7.1365,404,False,0.0008,Room Temp
B0007,42,1.93999,2.0,0.97,23.42,174.2,120.58,87.88,0.3284,7.178,403,False,0.0008,Room Temp
B0007,43,1.9234,2.0,0.9617,25.86,177.37,117.28,83.84,0.3439,7.1166,402,False,0.0008,Room Temp
B0007,44,1.91465,2.0,0.95733,23.8,173.16,115.82,86.02,0.35,7.0842,401,False,0.0008,Room Temp
B0007,45,1.94603,2.0,0.97301,20.98,179.17,122.11,86.01,0.3604,7.2003,400,False,0.0008,Room Temp
B0007,46,1.92408,2.0,0.96204,24.37,185.59,120.68,87.6,0.3669,7.1191,399,False,0.0008,Room Temp
B0007,47,1.91432,2.0,0.95716,23.58,183.73,114.13,84.03,0.3687,7.083,398,False,0.0008,Room Temp
B0007,48,1.91678,2.0,0.95839,22.41,174.78,114.65,84.31,0.3566,7.0921,397,False,0.0008,Room Temp
B0007,49,1.91266,2.0,0.95633,20.8,172.41,120.89,85.68,0.3402,7.0768,396,False,0.0008,Room Temp
B0007,50,1.92193,2.0,0.96097,20.51,178.28,119.98,85.67,0.3666,7.1112,395,False,0.0008,Room Temp
B0007,51,1.91102,2.0,0.95551,26.26,184.08,117.66,85.96,0.3671,7.0708,394,False,0.0008,Room Temp
B0007,52,1.92827,2.0,0.96413,21.85,174.8,122.03,85.58,0.3586,7.1346,393,False,0.0008,Room Temp
B0007,53,1.93057,2.0,0.96528,23.2,184.24,115.5,88.39,0.3705,7.1431,392,False,0.0008,Room Temp
B0007,54,1.91922,2.0,0.95961,22.71,172.55,120.3,82.24,0.3419,7.1011,391,False,0.0008,Room Temp
B0007,55,1.92144,2.0,0.96072,24.38,193.2,121.9,85.16,0.3867,7.1093,390,False,0.0008,Room Temp
B0007,56,1.912,2.0,0.956,20.84,175.1,117.0,81.97,0.3507,7.0744,389,False,0.0008,Room Temp
B0007,57,1.90886,2.0,0.95443,20.65,182.21,120.78,86.35,0.3612,7.0628,388,False,0.0008,Room Temp
B0007,58,1.91405,2.0,0.95703,25.36,187.97,116.24,86.69,0.3879,7.082,387,False,0.0008,Room Temp
B0007,59,1.90302,2.0,0.95151,28.2,187.81,118.64,84.29,0.3778,7.0412,386,False,0.0008,Room Temp
B0007,60,1.89233,2.0,0.94616,22.91,179.23,118.79,87.14,0.3649,7.0016,385,False,0.0008,Room Temp
B0007,61,1.88577,2.0,0.94288,28.08,192.98,115.96,85.17,0.3877,6.9773,384,False,0.0008,Room Temp
B0007,62,1.89789,2.0,0.94894,24.4,184.64,117.26,84.03,0.3549,7.0222,383,False,0.0008,Room Temp
B0007,63,1.90286,2.0,0.95143,25.17,191.78,121.0,86.28,0.3782,7.0406,382,False,0.0008,Room Temp
B0007,64,1.90689,2.0,0.95345,21.28,180.64,115.71,87.97,0.3707,7.0555,381,False,0.0008,Room Temp
B0007,65,1.90256,2.0,0.95128,26.14,187.18,119.58,85.36,0.3828,7.0395,380,False,0.0008,Room Temp
B0007,66,1.89622,2.0,0.94811,23.23,191.38,121.07,83.99,0.3822,7.016,379,False,0.0008,Room Temp
B0007,67,1.88715,2.0,0.94358,19.0,185.21,120.13,85.45,0.3509,6.9825,378,False,0.0008,Room Temp
B0007,68,1.8913,2.0,0.94565,19.56,192.32,115.11,87.62,0.3941,6.9978,377,False,0.0008,Room Temp
B0007,69,1.88539,2.0,0.94269,21.73,190.43,115.75,85.05,0.376,6.9759,376,False,0.0008,Room Temp
B0007,70,1.87683,2.0,0.93841,19.54,187.78,116.47,83.35,0.3825,6.9443,375,False,0.0008,Room Temp
B0007,71,1.89895,2.0,0.94948,23.45,190.24,119.98,82.74,0.3827,7.0261,374,False,0.0008,Room Temp
B0007,72,1.89247,2.0,0.94624,25.36,185.15,116.1,83.4,0.3713,7.0021,373,False,0.0008,Room Temp
B0007,73,1.89039,2.0,0.9452,26.99,194.92,116.86,87.37,0.3928,6.9944,372,False,0.0008,Room Temp
B0007,74,1.89518,2.0,0.94759,24.58,189.31,114.43,82.18,0.3852,7.0122,371,False,0.0008,Room Temp
B0007,75,1.89304,2.0,0.94652,27.7,203.65,121.88,84.03,0.3957,7.0042,370,False,0.0008,Room Temp
B0007,76,1.88882,2.0,0.94441,24.84,197.14,119.49,85.64,0.4071,6.9886,369,False,0.0008,Room Temp
B0007,77,1.89088,2.0,0.94544,25.09,201.74,119.91,84.17,0.411,6.9962,368,False,0.0008,Room Temp
B0007,78,1.86786,2.0,0.93393,26.11,193.36,118.88,82.36,0.3922,6.9111,367,False,0.0008,Room Temp
B0007,79,1.87724,2.0,0.93862,20.81,195.68,116.42,86.24,0.3914,6.9458,366,False,0.0008,Room Temp
B0007,80,1.87917,2.0,0.93959,22.08,192.76,116.81,86.28,0.4023,6.9529,365,False,0.0008,Room Temp
B0007,81,1.86807,2.0,0.93403,26.15,190.34,114.44,82.15,0.3671,6.9119,364,False,0.0008,Room Temp
B0007,82,1.86034,2.0,0.93017,24.83,199.12,119.04,85.1,0.4009,6.8833,363,False,0.0008,Room Temp
B0007,83,1.87678,2.0,0.93839,23.86,193.7,121.33,83.28,0.378,6.9441,362,False,0.0008,Room Temp
B0007,84,1.86859,2.0,0.9343,22.17,196.12,119.06,84.78,0.3833,6.9138,361,False,0.0008,Room Temp
B0007,85,1.86462,2.0,0.93231,26.15,206.06,124.19,86.27,0.4236,6.8991,360,False,0.0008,Room Temp
B0007,86,1.85592,2.0,0.92796,25.53,203.17,116.19,83.85,0.4158,6.8669,359,False,0.0008,Room Temp
B0007,87,1.86954,2.0,0.93477,22.24,203.8,116.13,84.56,0.4046,6.9173,358,False,0.0008,Room Temp
B0007,88,1.86229,2.0,0.93115,25.53,199.44,123.77,80.16,0.3929,6.8905,357,False,0.0008,Room Temp
B0007,89,1.86551,2.0,0.93276,25.17,204.3,117.81,84.77,0.4063,6.9024,356,False,0.0008,Room Temp
B0007,90,1.87221,2.0,0.9361,25.68,210.38,115.18,84.09,0.4178,6.9272,355,False,0.0008,Room Temp
B0007,91,1.85153,2.0,0.92576,24.72,202.78,119.74,81.18,0.4227,6.8507,354,False,0.0008,Room Temp
B0007,92,1.85092,2.0,0.92546,24.44,209.69,116.05,85.0,0.4071,6.8484,353,False,0.0008,Room Temp
B0007,93,1.86822,2.0,0.93411,24.03,202.85,117.13,85.69,0.3999,6.9124,352,False,0.0008,Room Temp
B0007,94,1.84912,2.0,0.92456,23.56,199.98,123.2,82.08,0.4083,6.8417,351,False,0.0008,Room Temp
B0007,95,1.85531,2.0,0.92765,22.03,204.61,120.18,83.11,0.4211,6.8646,350,False,0.0008,Room Temp
B0007,96,1.86032,2.0,0.93016,25.84,207.51,114.67,82.49,0.417,6.8832,349,False,0.0008,Room Temp
B0007,97,1.85504,2.0,0.92752,19.66,202.95,118.3,82.92,0.4188,6.8636,348,False,0.0008,Room Temp
B0007,98,1.85256,2.0,0.92628,26.62,210.86,120.6,86.64,0.4348,6.8545,347,False,0.0008,Room Temp
B0007,99,1.83897,2.0,0.91949,23.49,207.07,119.05,84.13,0.4057,6.8042,346,False,0.0008,Room Temp
B0007,100,1.84678,2.0,0.92339,19.96,212.36,116.16,83.22,0.4216,6.8331,345,False,0.0008,Room Temp
B0007,101,1.85392,2.0,0.92696,18.32,203.71,117.49,82.52,0.4247,6.8595,344,False,0.0008,Room Temp
B0007,102,1.83618,2.0,0.91809,25.54,214.83,121.33,81.29,0.4223,6.7939,343,False,0.0008,Room Temp
B0007,103,1.85058,2.0,0.92529,24.85,205.1,116.14,84.05,0.4186,6.8471,342,False,0.0008,Room Temp
B0007,104,1.8349,2.0,0.91745,18.17,208.02,113.86,78.54,0.3877,6.7891,341,False,0.0008,Room Temp
B0007,105,1.84537,2.0,0.92269,24.26,212.18,121.85,84.32,0.4405,6.8279,340,False,0.0008,Room Temp
B0007,106,1.82625,2.0,0.91313,23.93,205.43,116.71,81.68,0.4171,6.7571,339,False,0.0008,Room Temp
B0007,107,1.83629,2.0,0.91814,25.25,219.21,124.01,82.0,0.429,6.7943,338,False,0.0008,Room Temp
B0007,108,1.83642,2.0,0.91821,22.4,220.28,116.7,81.51,0.4359,6.7948,337,False,0.0008,Room Temp
B0007,109,1.83873,2.0,0.91937,23.68,211.81,122.58,81.03,0.424,6.8033,336,False,0.0008,Room Temp
B0007,110,1.83674,2.0,0.91837,20.74,214.49,114.39,84.3,0.4193,6.7959,335,False,0.0008,Room Temp
B0007,111,1.8356,2.0,0.9178,26.21,223.56,118.29,82.14,0.4414,6.7917,334,False,0.0008,Room Temp
B0007,112,1.84036,2.0,0.92018,22.6,210.34,119.6,81.22,0.4112,6.8093,333,False,0.0008,Room Temp
B0007,113,1.81558,2.0,0.90779,23.03,216.23,117.96,83.6,0.4377,6.7177,332,False,0.0008,Room Temp
B0007,114,1.82414,2.0,0.91207,23.6,220.48,121.18,82.34,0.4363,6.7493,331,False,0.0008,Room Temp
B0007,115,1.81627,2.0,0.90813,21.11,218.86,118.98,82.89,0.4364,6.7202,330,False,0.0008,Room Temp
B0007,116,1.83401,2.0,0.917,23.03,223.21,117.39,81.31,0.4524,6.7858,329,False,0.0008,Room Temp
B0007,117,1.82457,2.0,0.91229,24.71,221.46,117.25,86.88,0.4548,6.7509,328,False,0.0008,Room Temp
B0007,118,1.82562,2.0,0.91281,24.22,226.1,118.94,82.21,0.4492,6.7548,327,False,0.0008,Room Temp
B0007,119,1.81773,2.0,0.90887,17.66,214.84,115.8,84.98,0.4299,6.7256,326,False,0.0008,Room Temp
B0007,120,1.80742,2.0,0.90371,23.9,216.65,118.53,81.92,0.4429,6.6874,325,False,0.0008,Room Temp
B0007,121,1.80915,2.0,0.90457,24.07,215.86,119.24,82.45,0.4367,6.6938,324,False,0.0008,Room Temp
B0007,122,1.81404,2.0,0.90702,24.83,232.22,116.36,81.91,0.4536,6.7119,323,False,0.0008,Room Temp
B0007,123,1.80563,2.0,0.90281,24.2,229.55,116.32,80.78,0.455,6.6808,322,False,0.0008,Room Temp
B0007,124,1.80685,2.0,0.90342,24.59,217.62,120.95,79.98,0.4425,6.6853,321,False,0.0008,Room Temp
B0007,125,1.79951,2.0,0.89976,25.34,229.96,118.15,78.99,0.4624,6.6582,320,False,0.0008,Room Temp
B0007,126,1.79876,2.0,0.89938,23.49,230.14,119.37,80.97,0.4505,6.6554,319,False,0.0008,Room Temp
B0007,127,1.81195,2.0,0.90597,24.04,214.64,119.53,81.49,0.4413,6.7042,318,False,0.0008,Room Temp
B0007,128,1.79657,2.0,0.89829,17.65,220.57,117.82,77.46,0.4314,6.6473,317,False,0.0008,Room Temp
B0007,129,1.82593,2.0,0.91297,23.39,230.32,115.44,77.99,0.4589,6.756,316,False,0.0008,Room Temp
B0007,130,1.80033,2.0,0.90016,23.2,226.47,117.8,80.71,0.4403,6.6612,315,False,0.0008,Room Temp
B0007,131,1.8049,2.0,0.90245,20.1,213.67,119.29,82.23,0.4268,6.6781,314,False,0.0008,Room Temp
B0007,132,1.78841,2.0,0.8942,22.58,226.19,112.04,79.0,0.4589,6.6171,313,False,0.0008,Room Temp
B0007,133,1.80955,2.0,0.90477,23.16,232.58,111.4,82.75,0.4571,6.6953,312,False,0.0008,Room Temp
B0007,134,1.79915,2.0,0.89958,23.5,236.41,114.36,82.22,0.47,6.6569,311,False,0.0008,Room Temp
B0007,135,1.79399,2.0,0.89699,23.63,226.33,116.87,80.6,0.4551,6.6378,310,False,0.0008,Room Temp
B0007,136,1.7945,2.0,0.89725,25.6,238.13,113.77,82.49,0.4644,6.6396,309,False,0.0008,Room Temp
B0007,137,1.79709,2.0,0.89854,25.24,224.13,117.24,79.93,0.4407,6.6492,308,False,0.0008,Room Temp
B0007,138,1.80176,2.0,0.90088,22.69,227.2,117.25,82.45,0.453,6.6665,307,False,0.0008,Room Temp
B0007,139,1.79885,2.0,0.89943,25.06,223.78,115.39,79.82,0.4524,6.6557,306,False,0.0008,Room Temp
B0007,140,1.76709,2.0,0.88354,29.1,242.77,116.95,81.88,0.509,6.5382,305,False,0.0008,Room Temp
B0007,141,1.79362,2.0,0.89681,25.9,237.53,116.48,79.76,0.4668,6.6364,304,False,0.0008,Room Temp
B0007,142,1.77973,2.0,0.88987,21.3,231.58,111.64,80.47,0.4628,6.585,303,False,0.0008,Room Temp
B0007,143,1.78498,2.0,0.89249,22.96,249.93,120.86,77.83,0.5022,6.6044,302,False,0.0008,Room Temp
B0007,144,1.77751,2.0,0.88876,21.97,227.26,117.96,78.63,0.4642,6.5768,301,False,0.0008,Room Temp
B0007,145,1.7889,2.0,0.89445,26.75,236.04,118.26,81.77,0.4673,6.6189,300,False,0.0008,Room Temp
B0007,146,1.77335,2.0,0.88668,27.22,242.6,118.51,78.16,0.473,6.5614,299,False,0.0008,Room Temp
B0007,147,1.77355,2.0,0.88677,23.75,232.58,116.57,76.43,0.454,6.5621,298,False,0.0008,Room Temp
B0007,148,1.78205,2.0,0.89102,25.21,238.29,113.68,78.14,0.4728,6.5936,297,False,0.0008,Room Temp
B0007,149,1.78042,2.0,0.89021,25.86,239.15,113.25,80.65,0.4701,6.5875,296,False,0.0008,Room Temp
B0007,150,1.76969,2.0,0.88485,26.65,247.32,117.02,77.09,0.4967,6.5479,295,False,0.0008,Room Temp
B0007,151,1.78092,2.0,0.89046,23.25,246.45,120.59,83.47,0.496,6.5894,294,False,0.0008,Room Temp
B0007,152,1.7757,2.0,0.88785,26.83,246.83,115.13,79.01,0.496,6.5701,293,False,0.0008,Room Temp
B0007,153,1.75926,2.0,0.87963,23.71,246.94,109.82,82.24,0.5051,6.5093,292,False,0.0008,Room Temp
B0007,154,1.7645,2.0,0.88225,25.09,243.72,120.16,81.37,0.4734,6.5286,291,False,0.0008,Room Temp
B0007,155,1.77146,2.0,0.88573,23.59,242.92,114.39,83.21,0.4962,6.5544,290,False,0.0008,Room Temp
B0007,156,1.75943,2.0,0.87971,21.33,238.47,117.69,79.65,0.4895,6.5099,289,False,0.0008,Room Temp
B0007,157,1.77025,2.0,0.88513,25.94,248.16,112.39,79.27,0.5069,6.5499,288,False,0.0008,Room Temp
B0007,158,1.76211,2.0,0.88106,25.01,244.41,113.34,79.05,0.4919,6.5198,287,False,0.0008,Room Temp
B0007,159,1.75587,2.0,0.87793,23.53,240.14,119.7,78.43,0.4948,6.4967,286,False,0.0008,Room Temp
B0007,160,1.77194,2.0,0.88597,23.84,240.76,110.32,76.79,0.4678,6.5562,285,False,0.0008,Room Temp
B0007,161,1.76933,2.0,0.88466,24.23,248.83,109.88,77.22,0.5065,6.5465,284,False,0.0008,Room Temp
B0007,162,1.75919,2.0,0.87959,23.71,249.67,121.3,78.72,0.5,6.509,283,False,0.0008,Room Temp
B0007,163,1.75703,2.0,0.87851,28.78,243.04,118.41,78.84,0.4918,6.501,282,False,0.0008,Room Temp
B0007,164,1.74883,2.0,0.87441,23.9,251.84,125.57,80.31,0.4952,6.4707,281,False,0.0008,Room Temp
B0007,165,1.74929,2.0,0.87465,23.09,238.93,115.25,80.18,0.4651,6.4724,280,False,0.0008,Room Temp
B0007,166,1.75967,2.0,0.87983,24.98,247.1,115.97,82.38,0.5015,6.5108,279,False,0.0008,Room Temp
B0007,167,1.74995,2.0,0.87498,23.52,250.01,114.71,74.54,0.5204,6.4748,278,False,0.0008,Room Temp
B0007,168,1.74972,2.0,0.87486,24.8,251.47,114.04,78.37,0.4869,6.474,277,False,0.0008,Room Temp
