battery_id,cycle_number,time_min,voltage_v,current_a,capacity_ah,state_of_health,temp_c
B0018,1,39.956,4.148,-2.0,0.88791,0.9989,40.29
B0018,1,40.864,4.144,-2.0,0.90809,0.9989,39.64
B0018,1,41.772,4.1454,-2.0,0.92827,0.9989,39.11
B0018,1,42.68,4.1391,-2.0,0.94845,0.9989,41.34
B0018,1,43.588,4.1461,-2.0,0.96863,0.9989,41.16
B0018,1,44.496,4.1547,-2.0,0.98881,0.9989,38.71
B0018,1,45.405,4.1437,-2.0,1.00899,0.9989,42.56
B0018,1,46.313,4.1575,-2.0,1.02917,0.9989,39.97
B0018,1,47.221,4.1496,-2.0,1.04935,0.9989,39.37
B0018,1,48.129,4.1499,-2.0,1.06953,0.9989,39.28
B0018,1,49.037,4.1368,-2.0,1.08971,0.9989,38.68
B0018,1,49.945,4.1459,-2.0,1.10989,0.9989,38.87
B0018,1,50.853,4.1439,-2.0,1.13007,0.9989,38.93
B0018,1,51.761,4.1383,-2.0,1.15025,0.9989,40.85
B0018,1,52.669,4.1406,-2.0,1.17043,0.9989,39.99
B0018,1,53.577,4.14,-2.0,1.19061,0.9989,40.48
B0018,1,54.485,4.1376,-2.0,1.21079,0.9989,39.54
B0018,1,55.394,4.1212,-2.0,1.23097,0.9989,38.7
B0018,1,56.302,4.1118,-2.0,1.25115,0.9989,40.96
B0018,1,57.21,4.1078,-2.0,1.27133,0.9989,40.96
B0018,1,58.118,4.0753,-2.0,1.29151,0.9989,41.08
B0018,1,59.026,4.0525,-2.0,1.31169,0.9989,40.9
B0018,1,59.934,4.0302,-2.0,1.33187,0.9989,40.7
B0018,1,60.842,3.9867,-2.0,1.35205,0.9989,41.17
B0018,1,61.75,3.9365,-2.0,1.37223,0.9989,39.33
B0018,1,62.658,3.8765,-2.0,1.39241,0.9989,38.25
B0018,1,63.566,3.8055,-2.0,1.41259,0.9989,41.81
B0018,1,64.474,3.7272,-2.0,1.43277,0.9989,40.1
B0018,1,65.383,3.6146,-2.0,1.45295,0.9989,40.23
B0018,1,66.291,3.4957,-2.0,1.47313,0.9989,39.66
B0018,1,67.199,3.3718,-2.0,1.49331,0.9989,40.54
B0018,1,68.107,3.2446,-2.0,1.51349,0.9989,39.92
B0018,1,69.015,3.1286,-2.0,1.53367,0.9989,40.83
B0018,1,69.923,3.0147,-2.0,1.55385,0.9989,39.95
B0018,1,70.831,2.9336,-2.0,1.57403,0.9989,41.16
B0018,1,71.739,2.8494,-2.0,1.59421,0.9989,40.02
B0018,1,72.647,2.7773,-2.0,1.61438,0.9989,41.0
B0018,1,73.555,2.7298,-2.0,1.63456,0.9989,38.05
B0018,1,74.463,2.6733,-2.0,1.65474,0.9989,41.31
B0018,1,75.372,2.646,-2.0,1.67492,0.9989,39.33
B0018,1,76.28,2.6164,-2.0,1.6951,0.9989,39.44
B0018,1,77.188,2.5969,-2.0,1.71528,0.9989,42.09
B0018,1,78.096,2.5898,-2.0,1.73546,0.9989,39.94
B0018,1,79.004,2.5824,-2.0,1.75564,0.9989,40.96
B0018,1,79.912,2.5765,-2.0,1.77582,0.9989,41.07
B0018,1,80.82,2.5628,-2.0,1.796,0.9989,39.7
B0018,1,81.728,2.5656,-2.0,1.81618,0.9989,39.47
B0018,1,82.636,2.5586,-2.0,1.83636,0.9989,40.4
B0018,1,83.544,2.5603,-2.0,1.85654,0.9989,38.22
B0018,1,84.453,2.5582,-2.0,1.87672,0.9989,39.77
B0018,1,85.361,2.557,-2.0,1.8969,0.9989,40.78
B0018,1,86.269,2.5606,-2.0,1.91708,0.9989,41.35
B0018,1,87.177,2.5586,-2.0,1.93726,0.9989,41.44
B0018,1,88.085,2.5528,-2.0,1.95744,0.9989,40.03
B0018,1,88.993,2.5554,-2.0,1.97762,0.9989,40.73
B0018,1,89.901,2.5492,-2.0,1.9978,0.9989,40.4
B0018,33,0.0,4.1498,-2.0,0.0,0.9644,39.15
B0018,33,0.877,4.1565,-2.0,0.01948,0.9644,40.06
B0018,33,1.753,4.1602,-2.0,0.03896,0.9644,38.37
B0018,33,2.63,4.1472,-2.0,0.05845,0.9644,40.03
B0018,33,3.507,4.1557,-2.0,0.07793,0.9644,40.4
B0018,33,4.383,4.1516,-2.0,0.09741,0.9644,38.87
B0018,33,5.26,4.1442,-2.0,0.11689,0.9644,40.32
B0018,33,6.137,4.1432,-2.0,0.13637,0.9644,39.47
B0018,33,7.013,4.1525,-2.0,0.15585,0.9644,39.02
B0018,33,7.89,4.158,-2.0,0.17534,0.9644,41.22
B0018,33,8.767,4.1421,-2.0,0.19482,0.9644,39.07
B0018,33,9.644,4.1386,-2.0,0.2143,0.9644,39.22
B0018,33,10.52,4.1538,-2.0,0.23378,0.9644,39.59
B0018,33,11.397,4.1523,-2.0,0.25326,0.9644,38.48
B0018,33,12.274,4.154,-2.0,0.27275,0.9644,39.44
B0018,33,13.15,4.1501,-2.0,0.29223,0.9644,39.91
B0018,33,14.027,4.1436,-2.0,0.31171,0.9644,38.85
B0018,33,14.904,4.1548,-2.0,0.33119,0.9644,40.4
B0018,33,15.78,4.1552,-2.0,0.35067,0.9644,40.32
B0018,33,16.657,4.1507,-2.0,0.37015,0.9644,38.27
B0018,33,17.534,4.1486,-2.0,0.38964,0.9644,39.97
B0018,33,18.41,4.1598,-2.0,0.40912,0.9644,40.69
B0018,33,19.287,4.1577,-2.0,0.4286,0.9644,40.6
B0018,33,20.164,4.1464,-2.0,0.44808,0.9644,40.12
B0018,33,21.04,4.1512,-2.0,0.46756,0.9644,39.06
B0018,33,21.917,4.1481,-2.0,0.48705,0.9644,39.79
B0018,33,22.794,4.158,-2.0,0.50653,0.9644,37.92
B0018,33,23.67,4.156,-2.0,0.52601,0.9644,39.06
B0018,33,24.547,4.1431,-2.0,0.54549,0.9644,41.18
B0018,33,25.424,4.1536,-2.0,0.56497,0.9644,41.25
B0018,33,26.3,4.154,-2.0,0.58446,0.9644,42.06
B0018,33,27.177,4.1528,-2.0,0.60394,0.9644,39.84
B0018,33,28.054,4.1517,-2.0,0.62342,0.9644,41.24
B0018,33,28.931,4.1461,-2.0,0.6429,0.9644,39.35
B0018,33,29.807,4.1484,-2.0,0.66238,0.9644,37.9
B0018,33,30.684,4.1506,-2.0,0.68186,0.9644,38.11
B0018,33,31.561,4.1502,-2.0,0.70135,0.9644,40.87
B0018,33,32.437,4.1475,-2.0,0.72083,0.9644,41.68
B0018,33,33.314,4.1426,-2.0,0.74031,0.9644,41.19
B0018,33,34.191,4.1532,-2.0,0.75979,0.9644,38.28
B0018,33,35.067,4.1633,-2.0,0.77927,0.9644,39.94
B0018,33,35.944,4.1453,-2.0,0.79876,0.9644,38.59
B0018,33,36.821,4.1485,-2.0,0.81824,0.9644,39.87
B0018,33,37.697,4.15,-2.0,0.83772,0.9644,39.7
B0018,33,38.574,4.1525,-2.0,0.8572,0.9644,39.61
B0018,33,39.451,4.1394,-2.0,0.87668,0.9644,39.85
B0018,33,40.327,4.137,-2.0,0.89616,0.9644,40.35
B0018,33,41.204,4.1435,-2.0,0.91565,0.9644,40.16
B0018,33,42.081,4.1545,-2.0,0.93513,0.9644,39.05
B0018,33,42.957,4.1526,-2.0,0.95461,0.9644,39.57
B0018,33,43.834,4.1551,-2.0,0.97409,0.9644,39.63
B0018,33,44.711,4.141,-2.0,0.99357,0.9644,40.69
B0018,33,45.587,4.1415,-2.0,1.01306,0.9644,39.16
B0018,33,46.464,4.1392,-2.0,1.03254,0.9644,39.96
B0018,33,47.341,4.1456,-2.0,1.05202,0.9644,38.07
B0018,33,48.218,4.1354,-2.0,1.0715,0.9644,40.62
B0018,33,49.094,4.1315,-2.0,1.09098,0.9644,41.31
B0018,33,49.971,4.1239,-2.0,1.11046,0.9644,39.82
B0018,33,50.848,4.1191,-2.0,1.12995,0.9644,40.1
B0018,33,51.724,4.1034,-2.0,1.14943,0.9644,40.52
B0018,33,52.601,4.0882,-2.0,1.16891,0.9644,39.39
B0018,33,53.478,4.0706,-2.0,1.18839,0.9644,41.35
B0018,33,54.354,4.0337,-2.0,1.20787,0.9644,40.4
B0018,33,55.231,4.0201,-2.0,1.22736,0.9644,38.32
B0018,33,56.108,3.9835,-2.0,1.24684,0.9644,40.48
B0018,33,56.984,3.9376,-2.0,1.26632,0.9644,37.35
B0018,33,57.861,3.8833,-2.0,1.2858,0.9644,39.26
B0018,33,58.738,3.81,-2.0,1.30528,0.9644,40.74
B0018,33,59.614,3.7201,-2.0,1.32476,0.9644,40.66
B0018,33,60.491,3.629,-2.0,1.34425,0.9644,37.93
B0018,33,61.368,3.5335,-2.0,1.36373,0.9644,39.22
B0018,33,62.244,3.4135,-2.0,1.38321,0.9644,39.6
B0018,33,63.121,3.3067,-2.0,1.40269,0.9644,39.94
B0018,33,63.998,3.1973,-2.0,1.42217,0.9644,38.66
B0018,33,64.875,3.0859,-2.0,1.44166,0.9644,39.88
B0018,33,65.751,3.0034,-2.0,1.46114,0.9644,39.89
B0018,33,66.628,2.9148,-2.0,1.48062,0.9644,40.04
B0018,33,67.505,2.8345,-2.0,1.5001,0.9644,39.75
B0018,33,68.381,2.7756,-2.0,1.51958,0.9644,40.6
B0018,33,69.258,2.7338,-2.0,1.53907,0.9644,40.36
B0018,33,70.135,2.6932,-2.0,1.55855,0.9644,39.04
B0018,33,71.011,2.6537,-2.0,1.57803,0.9644,39.28
B0018,33,71.888,2.6327,-2.0,1.59751,0.9644,39.64
B0018,33,72.765,2.6156,-2.0,1.61699,0.9644,39.07
B0018,33,73.641,2.5974,-2.0,1.63647,0.9644,40.69
B0018,33,74.518,2.5755,-2.0,1.65596,0.9644,42.12
B0018,33,75.395,2.5758,-2.0,1.67544,0.9644,37.97
B0018,33,76.271,2.5714,-2.0,1.69492,0.9644,40.03
B0018,33,77.148,2.5652,-2.0,1.7144,0.9644,40.99
B0018,33,78.025,2.5655,-2.0,1.73388,0.9644,40.3
B0018,33,78.901,2.5612,-2.0,1.75337,0.9644,39.9
B0018,33,79.778,2.5656,-2.0,1.77285,0.9644,38.52
B0018,33,80.655,2.5558,-2.0,1.79233,0.9644,40.07
B0018,33,81.531,2.5579,-2.0,1.81181,0.9644,39.16
B0018,33,82.408,2.5442,-2.0,1.83129,0.9644,40.16
B0018,33,83.285,2.5536,-2.0,1.85077,0.9644,41.49
B0018,33,84.162,2.5453,-2.0,1.87026,0.9644,41.15
B0018,33,85.038,2.5631,-2.0,1.88974,0.9644,39.62
B0018,33,85.915,2.5445,-2.0,1.90922,0.9644,39.59
B0018,33,86.792,2.5508,-2.0,1.9287,0.9644,40.56
B0018,66,0.0,4.147,-2.0,0.0,0.93,41.56
B0018,66,0.845,4.1444,-2.0,0.01879,0.93,38.26
B0018,66,1.691,4.1555,-2.0,0.03757,0.93,37.73
B0018,66,2.536,4.149,-2.0,0.05636,0.93,43.12
B0018,66,3.382,4.1499,-2.0,0.07515,0.93,38.88
B0018,66,4.227,4.1497,-2.0,0.09394,0.93,39.95
B0018,66,5.073,4.1508,-2.0,0.11272,0.93,40.66
B0018,66,5.918,4.1448,-2.0,0.13151,0.93,41.69
B0018,66,6.763,4.1512,-2.0,0.1503,0.93,40.73
B0018,66,7.609,4.1469,-2.0,0.16909,0.93,41.29
B0018,66,8.454,4.1487,-2.0,0.18787,0.93,40.28
B0018,66,9.3,4.1453,-2.0,0.20666,0.93,39.0
B0018,66,10.145,4.1534,-2.0,0.22545,0.93,39.56
B0018,66,10.991,4.1457,-2.0,0.24424,0.93,39.36
B0018,66,11.836,4.1535,-2.0,0.26302,0.93,39.37
B0018,66,12.681,4.1494,-2.0,0.28181,0.93,40.02
B0018,66,13.527,4.1404,-2.0,0.3006,0.93,38.53
B0018,66,14.372,4.1517,-2.0,0.31938,0.93,39.26
B0018,66,15.218,4.1553,-2.0,0.33817,0.93,40.97
B0018,66,16.063,4.1536,-2.0,0.35696,0.93,41.82
B0018,66,16.909,4.1496,-2.0,0.37575,0.93,40.65
B0018,66,17.754,4.1471,-2.0,0.39453,0.93,42.45
B0018,66,18.599,4.1599,-2.0,0.41332,0.93,40.01
B0018,66,19.445,4.1519,-2.0,0.43211,0.93,41.36
B0018,66,20.29,4.1493,-2.0,0.4509,0.93,39.34
B0018,66,21.136,4.1544,-2.0,0.46968,0.93,40.08
B0018,66,21.981,4.1509,-2.0,0.48847,0.93,39.17
B0018,66,22.827,4.1414,-2.0,0.50726,0.93,40.24
B0018,66,23.672,4.1545,-2.0,0.52605,0.93,39.77
B0018,66,24.517,4.1571,-2.0,0.54483,0.93,39.3
B0018,66,25.363,4.1447,-2.0,0.56362,0.93,39.93
B0018,66,26.208,4.1495,-2.0,0.58241,0.93,40.77
B0018,66,27.054,4.146,-2.0,0.60119,0.93,41.37
B0018,66,27.899,4.1597,-2.0,0.61998,0.93,39.96
B0018,66,28.745,4.1561,-2.0,0.63877,0.93,38.94
B0018,66,29.59,4.1551,-2.0,0.65756,0.93,41.05
B0018,66,30.435,4.154,-2.0,0.67634,0.93,39.98
B0018,66,31.281,4.1348,-2.0,0.69513,0.93,39.36
B0018,66,32.126,4.1463,-2.0,0.71392,0.93,39.02
B0018,66,32.972,4.1499,-2.0,0.73271,0.93,39.58
B0018,66,33.817,4.145,-2.0,0.75149,0.93,38.94
B0018,66,34.663,4.1453,-2.0,0.77028,0.93,41.12
B0018,66,35.508,4.1452,-2.0,0.78907,0.93,39.49
B0018,66,36.353,4.1458,-2.0,0.80786,0.93,40.34
B0018,66,37.199,4.1498,-2.0,0.82664,0.93,36.96
B0018,66,38.044,4.1519,-2.0,0.84543,0.93,41.44
B0018,66,38.89,4.1406,-2.0,0.86422,0.93,39.03
B0018,66,39.735,4.1424,-2.0,0.883,0.93,39.24
B0018,66,40.581,4.1442,-2.0,0.90179,0.93,38.05
B0018,66,41.426,4.1355,-2.0,0.92058,0.93,41.54
B0018,66,42.271,4.1338,-2.0,0.93937,0.93,41.24
B0018,66,43.117,4.1369,-2.0,0.95815,0.93,38.19
B0018,66,43.962,4.1339,-2.0,0.97694,0.93,39.88
B0018,66,44.808,4.1229,-2.0,0.99573,0.93,40.24
B0018,66,45.653,4.1204,-2.0,1.01452,0.93,40.71
B0018,66,46.499,4.1147,-2.0,1.0333,0.93,40.41
B0018,66,47.344,4.0902,-2.0,1.05209,0.93,39.53
B0018,66,48.189,4.0968,-2.0,1.07088,0.93,40.72
B0018,66,49.035,4.075,-2.0,1.08967,0.93,41.4
B0018,66,49.88,4.0405,-2.0,1.10845,0.93,40.3
B0018,66,50.726,4.0093,-2.0,1.12724,0.93,38.26
B0018,66,51.571,3.9727,-2.0,1.14603,0.93,41.21
B0018,66,52.417,3.9245,-2.0,1.16481,0.93,40.41
B0018,66,53.262,3.8774,-2.0,1.1836,0.93,39.09
B0018,66,54.108,3.8067,-2.0,1.20239,0.93,38.98
B0018,66,54.953,3.7303,-2.0,1.22118,0.93,38.71
B0018,66,55.798,3.6456,-2.0,1.23996,0.93,41.42
B0018,66,56.644,3.5527,-2.0,1.25875,0.93,40.13
B0018,66,57.489,3.4555,-2.0,1.27754,0.93,41.18
B0018,66,58.335,3.3618,-2.0,1.29633,0.93,40.86
B0018,66,59.18,3.2538,-2.0,1.31511,0.93,39.77
B0018,66,60.026,3.1466,-2.0,1.3339,0.93,41.94
B0018,66,60.871,3.0551,-2.0,1.35269,0.93,40.66
B0018,66,61.716,2.979,-2.0,1.37147,0.93,39.44
B0018,66,62.562,2.9033,-2.0,1.39026,0.93,40.76
B0018,66,63.407,2.8415,-2.0,1.40905,0.93,39.53
B0018,66,64.253,2.7711,-2.0,1.42784,0.93,39.49
B0018,66,65.098,2.7326,-2.0,1.44662,0.93,40.06
B0018,66,65.944,2.692,-2.0,1.46541,0.93,38.09
B0018,66,66.789,2.6658,-2.0,1.4842,0.93,41.97
B0018,66,67.634,2.6414,-2.0,1.50299,0.93,40.61
B0018,66,68.48,2.6225,-2.0,1.52177,0.93,40.4
B0018,66,69.325,2.609,-2.0,1.54056,0.93,40.4
B0018,66,70.171,2.5907,-2.0,1.55935,0.93,39.2
B0018,66,71.016,2.5816,-2.0,1.57814,0.93,40.31
B0018,66,71.862,2.5739,-2.0,1.59692,0.93,40.31
B0018,66,72.707,2.5719,-2.0,1.61571,0.93,40.83
B0018,66,73.552,2.5717,-2.0,1.6345,0.93,40.08
B0018,66,74.398,2.5553,-2.0,1.65328,0.93,39.65
B0018,66,75.243,2.5594,-2.0,1.67207,0.93,38.16
B0018,66,76.089,2.564,-2.0,1.69086,0.93,40.14
B0018,66,76.934,2.5574,-2.0,1.70965,0.93,41.37
B0018,66,77.78,2.5511,-2.0,1.72843,0.93,40.57
B0018,66,78.625,2.5527,-2.0,1.74722,0.93,39.82
B0018,66,79.47,2.5487,-2.0,1.76601,0.93,41.67
B0018,66,80.316,2.5501,-2.0,1.7848,0.93,40.7
B0018,66,81.161,2.5421,-2.0,1.80358,0.93,41.18
B0018,66,82.007,2.5564,-2.0,1.82237,0.93,40.1
B0018,66,82.852,2.5498,-2.0,1.84116,0.93,40.4
B0018,66,83.698,2.5621,-2.0,1.85995,0.93,38.24
B0018,99,0.0,4.1539,-2.0,0.0,0.8968,39.09
B0018,99,0.815,4.1499,-2.0,0.01812,0.8968,39.75
B0018,99,1.631,4.1479,-2.0,0.03624,0.8968,39.99
B0018,99,2.446,4.1443,-2.0,0.05435,0.8968,41.03
B0018,99,3.261,4.141,-2.0,0.07247,0.8968,40.54
B0018,99,4.076,4.1484,-2.0,0.09059,0.8968,38.83
B0018,99,4.892,4.151,-2.0,0.10871,0.8968,38.44
B0018,99,5.707,4.1502,-2.0,0.12682,0.8968,38.58
B0018,99,6.522,4.1523,-2.0,0.14494,0.8968,39.08
B0018,99,7.338,4.1477,-2.0,0.16306,0.8968,40.29
B0018,99,8.153,4.1461,-2.0,0.18118,0.8968,39.94
B0018,99,8.968,4.1424,-2.0,0.19929,0.8968,40.63
B0018,99,9.783,4.1588,-2.0,0.21741,0.8968,42.79
B0018,99,10.599,4.1505,-2.0,0.23553,0.8968,40.79
B0018,99,11.414,4.1411,-2.0,0.25365,0.8968,41.5
B0018,99,12.229,4.1539,-2.0,0.27176,0.8968,39.52
B0018,99,13.045,4.1562,-2.0,0.28988,0.8968,39.75
B0018,99,13.86,4.1477,-2.0,0.308,0.8968,40.48
B0018,99,14.675,4.1447,-2.0,0.32612,0.8968,41.02
B0018,99,15.491,4.1447,-2.0,0.34423,0.8968,38.95
B0018,99,16.306,4.1454,-2.0,0.36235,0.8968,40.76
B0018,99,17.121,4.1469,-2.0,0.38047,0.8968,38.65
B0018,99,17.936,4.1469,-2.0,0.39859,0.8968,39.97
B0018,99,18.752,4.144,-2.0,0.4167,0.8968,38.85
B0018,99,19.567,4.1605,-2.0,0.43482,0.8968,39.14
B0018,99,20.382,4.1483,-2.0,0.45294,0.8968,39.63
B0018,99,21.198,4.1478,-2.0,0.47106,0.8968,40.62
B0018,99,22.013,4.1546,-2.0,0.48917,0.8968,39.69
B0018,99,22.828,4.1437,-2.0,0.50729,0.8968,41.27
B0018,99,23.643,4.1493,-2.0,0.52541,0.8968,41.73
B0018,99,24.459,4.1385,-2.0,0.54353,0.8968,40.2
B0018,99,25.274,4.1593,-2.0,0.56164,0.8968,39.65
B0018,99,26.089,4.1485,-2.0,0.57976,0.8968,40.3
B0018,99,26.905,4.1467,-2.0,0.59788,0.8968,39.69
B0018,99,27.72,4.1477,-2.0,0.616,0.8968,39.37
B0018,99,28.535,4.1553,-2.0,0.63412,0.8968,40.46
B0018,99,29.35,4.1502,-2.0,0.65223,0.8968,40.81
B0018,99,30.166,4.1473,-2.0,0.67035,0.8968,39.23
B0018,99,30.981,4.1453,-2.0,0.68847,0.8968,40.0
B0018,99,31.796,4.1425,-2.0,0.70659,0.8968,39.5
B0018,99,32.612,4.1447,-2.0,0.7247,0.8968,42.12
B0018,99,33.427,4.1327,-2.0,0.74282,0.8968,39.82
B0018,99,34.242,4.1542,-2.0,0.76094,0.8968,40.12
B0018,99,35.058,4.1482,-2.0,0.77906,0.8968,40.1
B0018,99,35.873,4.1395,-2.0,0.79717,0.8968,37.76
B0018,99,36.688,4.142,-2.0,0.81529,0.8968,39.22
B0018,99,37.503,4.1345,-2.0,0.83341,0.8968,39.5
B0018,99,38.319,4.1442,-2.0,0.85153,0.8968,42.4
B0018,99,39.134,4.1327,-2.0,0.86964,0.8968,39.54
B0018,99,39.949,4.1208,-2.0,0.88776,0.8968,40.47
B0018,99,40.765,4.1294,-2.0,0.90588,0.8968,39.75
B0018,99,41.58,4.1008,-2.0,0.924,0.8968,40.67
B0018,99,42.395,4.1078,-2.0,0.94211,0.8968,38.41
B0018,99,43.21,4.0914,-2.0,0.96023,0.8968,40.45
B0018,99,44.026,4.0748,-2.0,0.97835,0.8968,39.21
B0018,99,44.841,4.0612,-2.0,0.99647,0.8968,39.6
B0018,99,45.656,4.0252,-2.0,1.01458,0.8968,37.95
B0018,99,46.472,4.0101,-2.0,1.0327,0.8968,40.62
B0018,99,47.287,3.9691,-2.0,1.05082,0.8968,39.56
B0018,99,48.102,3.9238,-2.0,1.06894,0.8968,38.92
B0018,99,48.917,3.8741,-2.0,1.08705,0.8968,37.88
B0018,99,49.733,3.8139,-2.0,1.10517,0.8968,39.69
B0018,99,50.548,3.7532,-2.0,1.12329,0.8968,39.96
B0018,99,51.363,3.6781,-2.0,1.14141,0.8968,41.35
B0018,99,52.179,3.5957,-2.0,1.15952,0.8968,40.47
B0018,99,52.994,3.5005,-2.0,1.17764,0.8968,39.02
B0018,99,53.809,3.41,-2.0,1.19576,0.8968,41.68
B0018,99,54.624,3.3124,-2.0,1.21388,0.8968,41.92
B0018,99,55.44,3.2085,-2.0,1.232,0.8968,38.85
B0018,99,56.255,3.1295,-2.0,1.25011,0.8968,40.26
B0018,99,57.07,3.0468,-2.0,1.26823,0.8968,39.98
B0018,99,57.886,2.9584,-2.0,1.28635,0.8968,39.79
B0018,99,58.701,2.8861,-2.0,1.30447,0.8968,38.87
B0018,99,59.516,2.8384,-2.0,1.32258,0.8968,40.87
B0018,99,60.332,2.7837,-2.0,1.3407,0.8968,38.28
B0018,99,61.147,2.7365,-2.0,1.35882,0.8968,38.78
B0018,99,61.962,2.7079,-2.0,1.37694,0.8968,39.42
B0018,99,62.777,2.6667,-2.0,1.39505,0.8968,40.03
B0018,99,63.593,2.6445,-2.0,1.41317,0.8968,41.48
B0018,99,64.408,2.6242,-2.0,1.43129,0.8968,38.6
B0018,99,65.223,2.6012,-2.0,1.44941,0.8968,39.97
B0018,99,66.039,2.5963,-2.0,1.46752,0.8968,38.57
B0018,99,66.854,2.5949,-2.0,1.48564,0.8968,40.67
B0018,99,67.669,2.5807,-2.0,1.50376,0.8968,41.36
B0018,99,68.484,2.5777,-2.0,1.52188,0.8968,39.18
B0018,99,69.3,2.564,-2.0,1.53999,0.8968,40.82
B0018,99,70.115,2.5671,-2.0,1.55811,0.8968,40.17
B0018,99,70.93,2.5577,-2.0,1.57623,0.8968,40.61
B0018,99,71.746,2.5556,-2.0,1.59435,0.8968,39.9
B0018,99,72.561,2.5647,-2.0,1.61246,0.8968,39.34
B0018,99,73.376,2.548,-2.0,1.63058,0.8968,38.95
B0018,99,74.191,2.5596,-2.0,1.6487,0.8968,40.25
B0018,99,75.007,2.553,-2.0,1.66682,0.8968,39.49
B0018,99,75.822,2.5553,-2.0,1.68493,0.8968,39.15
B0018,99,76.637,2.5538,-2.0,1.70305,0.8968,39.27
B0018,99,77.453,2.5473,-2.0,1.72117,0.8968,39.36
B0018,99,78.268,2.5495,-2.0,1.73929,0.8968,39.95
B0018,99,79.083,2.5523,-2.0,1.75741,0.8968,36.31
B0018,99,79.899,2.5468,-2.0,1.77552,0.8968,39.61
B0018,99,80.714,2.5582,-2.0,1.79364,0.8968,38.92
B0018,132,0.0,4.1508,-2.0,0.0,0.8648,41.5
B0018,132,0.786,4.1434,-2.0,0.01747,0.8648,40.39
B0018,132,1.572,4.146,-2.0,0.03494,0.8648,39.5
B0018,132,2.359,4.146,-2.0,0.05242,0.8648,39.27
B0018,132,3.145,4.1636,-2.0,0.06989,0.8648,40.84
B0018,132,3.931,4.1555,-2.0,0.08736,0.8648,40.49
B0018,132,4.717,4.142,-2.0,0.10483,0.8648,40.39
B0018,132,5.504,4.1554,-2.0,0.1223,0.8648,39.15
B0018,132,6.29,4.1548,-2.0,0.13977,0.8648,40.7
B0018,132,7.076,4.1593,-2.0,0.15725,0.8648,39.58
B0018,132,7.862,4.1445,-2.0,0.17472,0.8648,39.64
B0018,132,8.648,4.1572,-2.0,0.19219,0.8648,38.17
B0018,132,9.435,4.1396,-2.0,0.20966,0.8648,40.09
