battery_id,cycle_number,capacity_ah,rated_capacity_ah,state_of_health,temperature_c,internal_resistance_mohm,charge_time_min,discharge_time_min,voltage_drop_v,energy_wh,remaining_useful_life,is_end_of_life,alpha,temp_profile
B0018,40,1.90588,2.0,0.95294,39.01,199.09,120.91,85.45,0.4013,7.0518,284,False,0.0011,High Temp
B0018,41,1.907,2.0,0.9535,40.42,194.67,121.51,87.75,0.3943,7.0559,283,False,0.0011,High Temp
B0018,42,1.9068,2.0,0.9534,42.23,196.61,115.36,85.0,0.3941,7.0552,282,False,0.0011,High Temp
B0018,43,1.91488,2.0,0.95744,39.45,188.29,118.89,86.4,0.3784,7.0851,281,False,0.0011,High Temp
B0018,44,1.91286,2.0,0.95643,43.06,196.3,116.84,84.0,0.3996,7.0776,280,False,0.0011,High Temp
B0018,45,1.915,2.0,0.9575,39.05,193.86,123.13,87.19,0.3921,7.0855,279,False,0.0011,High Temp
B0018,46,1.89179,2.0,0.9459,42.04,194.6,114.97,84.44,0.3833,6.9996,278,False,0.0011,High Temp
B0018,47,1.89745,2.0,0.94873,35.68,197.01,121.84,81.49,0.4038,7.0206,277,False,0.0011,High Temp
B0018,48,1.89066,2.0,0.94533,42.57,200.74,118.45,84.71,0.4136,6.9954,276,False,0.0011,High Temp
B0018,49,1.88514,2.0,0.94257,41.82,206.29,120.43,89.48,0.4073,6.975,275,False,0.0011,High Temp
B0018,50,1.90063,2.0,0.95031,39.68,204.99,118.49,84.75,0.423,7.0323,274,False,0.0011,High Temp
B0018,51,1.88696,2.0,0.94348,35.76,192.13,120.16,87.7,0.3854,6.9817,273,False,0.0011,High Temp
B0018,52,1.89936,2.0,0.94968,35.93,193.29,117.62,85.24,0.3874,7.0276,272,False,0.0011,High Temp
B0018,53,1.89226,2.0,0.94613,38.67,200.09,118.25,83.3,0.3991,7.0014,271,False,0.0011,High Temp
B0018,54,1.88351,2.0,0.94176,39.5,201.16,118.48,83.89,0.4151,6.969,270,False,0.0011,High Temp
B0018,55,1.87323,2.0,0.93662,37.84,213.5,114.98,81.59,0.4344,6.931,269,False,0.0011,High Temp
B0018,56,1.8639,2.0,0.93195,39.29,212.68,113.32,79.91,0.4104,6.8964,268,False,0.0011,High Temp
B0018,57,1.88564,2.0,0.94282,43.37,204.89,120.33,87.63,0.4276,6.9769,267,False,0.0011,High Temp
B0018,58,1.87441,2.0,0.93721,33.1,191.61,116.84,83.83,0.3813,6.9353,266,False,0.0011,High Temp
B0018,59,1.88327,2.0,0.94164,43.82,208.33,121.54,85.46,0.4173,6.9681,265,False,0.0011,High Temp
B0018,60,1.87951,2.0,0.93976,40.22,215.75,113.88,83.55,0.4302,6.9542,264,False,0.0011,High Temp
B0018,61,1.87372,2.0,0.93686,43.8,210.24,113.84,86.0,0.428,6.9328,263,False,0.0011,High Temp
B0018,62,1.85261,2.0,0.92631,39.99,198.44,115.8,81.56,0.405,6.8547,262,False,0.0011,High Temp
B0018,63,1.86703,2.0,0.93351,36.14,206.77,113.7,84.68,0.4054,6.908,261,False,0.0011,High Temp
B0018,64,1.86112,2.0,0.93056,41.51,212.02,121.93,83.59,0.4271,6.8861,260,False,0.0011,High Temp
B0018,65,1.85849,2.0,0.92925,40.55,211.05,117.58,80.02,0.4254,6.8764,259,False,0.0011,High Temp
B0018,66,1.86286,2.0,0.93143,37.96,199.93,122.37,84.81,0.3976,6.8926,258,False,0.0011,High Temp
B0018,67,1.8488,2.0,0.9244,37.53,212.95,118.15,82.1,0.431,6.8406,257,False,0.0011,High Temp
B0018,68,1.84934,2.0,0.92467,44.5,222.17,116.34,81.96,0.4182,6.8426,256,False,0.0011,High Temp
B0018,69,1.84197,2.0,0.92098,35.98,206.45,116.65,80.2,0.4101,6.8153,255,False,0.0011,High Temp
B0018,70,1.85582,2.0,0.92791,41.58,203.6,117.45,80.75,0.4162,6.8665,254,False,0.0011,High Temp
B0018,71,1.85602,2.0,0.92801,37.31,204.74,116.46,79.02,0.4128,6.8673,253,False,0.0011,High Temp
B0018,72,1.84553,2.0,0.92276,42.91,210.4,115.83,80.04,0.4108,6.8285,252,False,0.0011,High Temp
B0018,73,1.83622,2.0,0.91811,42.99,213.09,117.92,81.87,0.4135,6.794,251,False,0.0011,High Temp
B0018,74,1.8423,2.0,0.92115,41.8,209.72,120.06,81.2,0.4146,6.8165,250,False,0.0011,High Temp
B0018,75,1.84587,2.0,0.92293,38.01,212.0,116.74,83.32,0.4002,6.8297,249,False,0.0011,High Temp
B0018,76,1.82496,2.0,0.91248,41.85,222.2,114.64,81.64,0.4474,6.7524,248,False,0.0011,High Temp
B0018,77,1.84312,2.0,0.92156,33.92,203.67,116.65,84.35,0.4323,6.8195,247,False,0.0011,High Temp
B0018,78,1.83373,2.0,0.91687,35.78,212.95,121.47,82.73,0.4168,6.7848,246,False,0.0011,High Temp
B0018,79,1.8412,2.0,0.9206,41.99,213.86,118.76,84.85,0.4395,6.8124,245,False,0.0011,High Temp
B0018,80,1.83099,2.0,0.9155,38.93,222.05,113.83,83.27,0.4304,6.7747,244,False,0.0011,High Temp
B0018,81,1.83803,2.0,0.91902,39.23,223.21,119.04,80.26,0.4607,6.8007,243,False,0.0011,High Temp
B0018,82,1.83991,2.0,0.91995,42.65,217.77,116.68,83.09,0.4285,6.8077,242,False,0.0011,High Temp
B0018,83,1.83903,2.0,0.91951,40.43,206.0,118.6,82.06,0.4113,6.8044,241,False,0.0011,High Temp
B0018,84,1.82053,2.0,0.91027,42.42,228.1,118.16,81.25,0.4558,6.736,240,False,0.0011,High Temp
B0018,85,1.82163,2.0,0.91082,37.59,220.21,118.7,85.05,0.453,6.74,239,False,0.0011,High Temp
B0018,86,1.81399,2.0,0.90699,42.46,219.0,119.3,80.6,0.4278,6.7118,238,False,0.0011,High Temp
B0018,87,1.81971,2.0,0.90986,31.98,203.02,116.76,82.05,0.4023,6.7329,237,False,0.0011,High Temp
B0018,88,1.80284,2.0,0.90142,37.55,221.01,118.79,81.1,0.4536,6.6705,236,False,0.0011,High Temp
B0018,89,1.81666,2.0,0.90833,37.76,218.51,113.04,81.53,0.4481,6.7216,235,False,0.0011,High Temp
B0018,90,1.81697,2.0,0.90848,44.21,226.73,121.29,81.38,0.4682,6.7228,234,False,0.0011,High Temp
B0018,91,1.80932,2.0,0.90466,42.12,233.72,116.56,81.86,0.4803,6.6945,233,False,0.0011,High Temp
B0018,92,1.80644,2.0,0.90322,36.04,230.36,115.69,81.61,0.4723,6.6838,232,False,0.0011,High Temp
B0018,93,1.80065,2.0,0.90032,36.98,222.64,111.63,80.45,0.4477,6.6624,231,False,0.0011,High Temp
B0018,94,1.80137,2.0,0.90069,35.37,228.01,117.33,83.92,0.4534,6.6651,230,False,0.0011,High Temp
B0018,95,1.79451,2.0,0.89725,40.81,226.09,113.38,83.69,0.446,6.6397,229,False,0.0011,High Temp
B0018,96,1.78485,2.0,0.89242,43.98,229.06,114.95,76.79,0.4755,6.6039,228,False,0.0011,High Temp
B0018,97,1.78727,2.0,0.89364,40.18,232.17,118.07,80.31,0.4473,6.6129,227,False,0.0011,High Temp
B0018,98,1.78914,2.0,0.89457,40.56,224.74,117.45,81.87,0.4591,6.6198,226,False,0.0011,High Temp
B0018,99,1.78383,2.0,0.89192,46.59,240.35,116.75,82.45,0.5043,6.6002,225,False,0.0011,High Temp
B0018,100,1.78016,2.0,0.89008,39.32,216.5,117.28,80.84,0.4326,6.5866,224,False,0.0011,High Temp
B0018,101,1.78446,2.0,0.89223,33.85,224.29,121.13,79.12,0.453,6.6025,223,False,0.0011,High Temp
B0018,102,1.77519,2.0,0.88759,41.37,230.08,114.34,78.36,0.4562,6.5682,222,False,0.0011,High Temp
B0018,103,1.78882,2.0,0.89441,36.06,224.29,116.71,78.3,0.4665,6.6187,221,False,0.0011,High Temp
B0018,104,1.77697,2.0,0.88849,37.99,224.3,122.05,81.07,0.4392,6.5748,220,False,0.0011,High Temp
B0018,105,1.79069,2.0,0.89535,40.6,234.21,115.83,79.08,0.4718,6.6256,219,False,0.0011,High Temp
B0018,106,1.77552,2.0,0.88776,45.45,232.99,121.24,79.68,0.469,6.5694,218,False,0.0011,High Temp
B0018,107,1.78459,2.0,0.8923,38.11,235.45,108.65,78.87,0.4617,6.603,217,False,0.0011,High Temp
B0018,108,1.76594,2.0,0.88297,39.36,235.15,118.6,79.95,0.4637,6.534,216,False,0.0011,High Temp
B0018,109,1.77697,2.0,0.88849,40.37,239.73,118.99,80.02,0.4705,6.5748,215,False,0.0011,High Temp
B0018,110,1.76684,2.0,0.88342,38.35,231.64,117.31,80.94,0.4628,6.5373,214,False,0.0011,High Temp
B0018,111,1.77025,2.0,0.88512,40.43,233.74,113.78,76.15,0.4605,6.5499,213,False,0.0011,High Temp
B0018,112,1.77196,2.0,0.88598,37.89,232.68,117.98,80.78,0.4546,6.5562,212,False,0.0011,High Temp
B0018,113,1.77421,2.0,0.8871,43.38,235.41,114.14,82.22,0.4693,6.5646,211,False,0.0011,High Temp
B0018,114,1.74653,2.0,0.87326,35.8,231.31,112.71,77.77,0.463,6.4622,210,False,0.0011,High Temp
B0018,115,1.77405,2.0,0.88702,39.13,242.52,120.9,82.7,0.4879,6.564,209,False,0.0011,High Temp
B0018,116,1.7447,2.0,0.87235,41.38,245.7,115.93,82.0,0.5,6.4554,208,False,0.0011,High Temp
B0018,117,1.76302,2.0,0.88151,43.26,244.98,108.97,78.34,0.5019,6.5232,207,False,0.0011,High Temp
B0018,118,1.75008,2.0,0.87504,39.33,233.97,121.6,82.12,0.4591,6.4753,206,False,0.0011,High Temp
B0018,119,1.75579,2.0,0.87789,37.96,241.22,117.87,80.63,0.4858,6.4964,205,False,0.0011,High Temp
B0018,120,1.77617,2.0,0.88808,36.92,228.95,115.46,76.79,0.443,6.5718,204,False,0.0011,High Temp
B0018,121,1.74274,2.0,0.87137,37.23,233.71,117.7,77.41,0.4656,6.4482,203,False,0.0011,High Temp
B0018,122,1.75598,2.0,0.87799,37.7,238.32,117.44,75.14,0.4528,6.4971,202,False,0.0011,High Temp
B0018,123,1.74968,2.0,0.87484,41.48,255.09,116.72,80.37,0.5082,6.4738,201,False,0.0011,High Temp
B0018,124,1.74736,2.0,0.87368,45.0,238.98,117.45,82.9,0.4808,6.4653,200,False,0.0011,High Temp
B0018,125,1.75627,2.0,0.87814,38.11,241.77,116.44,74.6,0.4719,6.4982,199,False,0.0011,High Temp
B0018,126,1.73238,2.0,0.86619,42.47,252.12,116.96,79.61,0.5026,6.4098,198,False,0.0011,High Temp
B0018,127,1.74885,2.0,0.87443,40.03,245.72,115.44,80.07,0.4872,6.4708,197,False,0.0011,High Temp
B0018,128,1.74514,2.0,0.87257,36.6,236.43,118.24,78.35,0.4683,6.457,196,False,0.0011,High Temp
B0018,129,1.74254,2.0,0.87127,38.18,243.41,120.34,81.49,0.5025,6.4474,195,False,0.0011,High Temp
B0018,130,1.73125,2.0,0.86563,43.69,246.89,113.25,73.21,0.5105,6.4056,194,False,0.0011,High Temp
B0018,131,1.72469,2.0,0.86235,39.62,242.79,117.96,76.86,0.4725,6.3814,193,False,0.0011,High Temp
B0018,132,1.73323,2.0,0.86662,35.7,239.05,109.68,75.15,0.4799,6.413,192,False,0.0011,High Temp
