battery_id,cycle_number,capacity_ah,rated_capacity_ah,state_of_health,temperature_c,internal_resistance_mohm,charge_time_min,discharge_time_min,voltage_drop_v,energy_wh,remaining_useful_life,is_end_of_life,alpha,temp_profile
B0005,26,1.95829,2.0,0.97914,24.87,163.24,120.07,88.71,0.3193,7.2457,393,False,0.00085,Room Temp
B0005,27,1.96955,2.0,0.98477,25.18,161.66,121.51,86.68,0.3312,7.2873,392,False,0.00085,Room Temp
B0005,28,1.96223,2.0,0.98112,21.95,169.15,120.67,89.94,0.3573,7.2603,391,False,0.00085,Room Temp
B0005,29,1.94934,2.0,0.97467,22.12,160.69,116.79,87.57,0.3248,7.2126,390,False,0.00085,Room Temp
B0005,30,1.95186,2.0,0.97593,26.07,170.55,123.64,87.3,0.3683,7.2219,389,False,0.00085,Room Temp
B0005,31,1.95299,2.0,0.9765,21.86,160.67,120.74,87.44,0.3285,7.2261,388,False,0.00085,Room Temp
B0005,32,1.95012,2.0,0.97506,23.82,164.75,114.71,86.86,0.3381,7.2154,387,False,0.00085,Room Temp
B0005,33,1.94639,2.0,0.9732,20.89,166.93,120.35,85.82,0.3354,7.2017,386,False,0.00085,Room Temp
B0005,34,1.94349,2.0,0.97175,21.14,168.76,120.83,89.62,0.3481,7.1909,385,False,0.00085,Room Temp
B0005,35,1.93035,2.0,0.96518,21.66,170.76,120.5,87.9,0.3801,7.1423,384,False,0.00085,Room Temp
B0005,36,1.94429,2.0,0.97215,26.84,179.78,121.12,86.86,0.3671,7.1939,383,False,0.00085,Room Temp
B0005,37,1.9319,2.0,0.96595,23.41,169.06,119.22,91.56,0.3195,7.148,382,False,0.00085,Room Temp
B0005,38,1.94192,2.0,0.97096,19.97,165.6,122.4,87.52,0.3204,7.1851,381,False,0.00085,Room Temp
B0005,39,1.92906,2.0,0.96453,25.7,171.79,119.59,86.9,0.3371,7.1375,380,False,0.00085,Room Temp
B0005,40,1.95029,2.0,0.97515,25.58,165.78,119.81,86.44,0.3401,7.2161,379,False,0.00085,Room Temp
B0005,41,1.92516,2.0,0.96258,23.71,176.78,121.47,84.23,0.3502,7.1231,378,False,0.00085,Room Temp
B0005,42,1.92606,2.0,0.96303,22.37,182.07,120.11,84.15,0.3733,7.1264,377,False,0.00085,Room Temp
B0005,43,1.9452,2.0,0.9726,26.58,171.3,117.73,90.07,0.3355,7.1972,376,False,0.00085,Room Temp
B0005,44,1.93013,2.0,0.96507,25.94,174.09,118.77,80.37,0.3379,7.1415,375,False,0.00085,Room Temp
B0005,45,1.92292,2.0,0.96146,20.88,181.42,114.55,85.65,0.3641,7.1148,374,False,0.00085,Room Temp
B0005,46,1.93484,2.0,0.96742,20.41,179.11,119.05,85.1,0.3628,7.1589,373,False,0.00085,Room Temp
B0005,47,1.92327,2.0,0.96163,22.5,176.75,117.69,86.77,0.3601,7.1161,372,False,0.00085,Room Temp
B0005,48,1.93273,2.0,0.96637,20.91,185.75,113.13,86.67,0.3774,7.1511,371,False,0.00085,Room Temp
B0005,49,1.92066,2.0,0.96033,22.44,176.49,117.33,85.25,0.3615,7.1064,370,False,0.00085,Room Temp
B0005,50,1.91964,2.0,0.95982,22.27,182.42,119.72,88.01,0.3711,7.1027,369,False,0.00085,Room Temp
B0005,51,1.90852,2.0,0.95426,22.6,182.66,120.46,85.84,0.3665,7.0615,368,False,0.00085,Room Temp
B0005,52,1.92375,2.0,0.96187,22.52,182.16,118.25,86.13,0.3753,7.1179,367,False,0.00085,Room Temp
B0005,53,1.9185,2.0,0.95925,26.03,190.77,118.84,87.7,0.3784,7.0985,366,False,0.00085,Room Temp
B0005,54,1.91287,2.0,0.95643,23.67,182.49,120.48,84.44,0.3859,7.0776,365,False,0.00085,Room Temp
B0005,55,1.9006,2.0,0.9503,20.96,185.15,120.88,86.78,0.3766,7.0322,364,False,0.00085,Room Temp
B0005,56,1.90693,2.0,0.95347,21.76,181.29,116.57,87.76,0.3611,7.0556,363,False,0.00085,Room Temp
B0005,57,1.89881,2.0,0.9494,23.2,185.3,116.79,83.8,0.373,7.0256,362,False,0.00085,Room Temp
B0005,58,1.90575,2.0,0.95288,22.73,180.92,119.28,82.86,0.3478,7.0513,361,False,0.00085,Room Temp
B0005,59,1.89643,2.0,0.94821,23.47,186.31,122.87,87.05,0.371,7.0168,360,False,0.00085,Room Temp
B0005,60,1.90041,2.0,0.9502,21.49,182.9,117.64,86.16,0.3575,7.0315,359,False,0.00085,Room Temp
B0005,61,1.9031,2.0,0.95155,27.83,190.65,119.75,87.02,0.3773,7.0415,358,False,0.00085,Room Temp
B0005,62,1.89912,2.0,0.94956,24.03,187.73,116.17,85.51,0.3804,7.0268,357,False,0.00085,Room Temp
B0005,63,1.90733,2.0,0.95366,26.4,201.44,116.31,87.57,0.4047,7.0571,356,False,0.00085,Room Temp
B0005,64,1.91162,2.0,0.95581,21.98,181.78,116.88,81.78,0.3583,7.073,355,False,0.00085,Room Temp
B0005,65,1.88642,2.0,0.94321,24.38,191.16,123.92,86.79,0.3766,6.9798,354,False,0.00085,Room Temp
B0005,66,1.8837,2.0,0.94185,25.23,184.47,123.75,87.13,0.3643,6.9697,353,False,0.00085,Room Temp
B0005,67,1.87558,2.0,0.93779,27.38,193.69,121.85,81.21,0.3814,6.9396,352,False,0.00085,Room Temp
B0005,68,1.88772,2.0,0.94386,24.12,188.69,120.18,82.81,0.376,6.9846,351,False,0.00085,Room Temp
B0005,69,1.88704,2.0,0.94352,25.29,196.5,114.93,81.85,0.4058,6.982,350,False,0.00085,Room Temp
B0005,70,1.88713,2.0,0.94356,22.13,197.51,118.65,87.28,0.3957,6.9824,349,False,0.00085,Room Temp
B0005,71,1.89936,2.0,0.94968,28.39,196.62,121.41,86.76,0.4069,7.0276,348,False,0.00085,Room Temp
B0005,72,1.87355,2.0,0.93678,25.72,200.55,112.83,81.94,0.3807,6.9321,347,False,0.00085,Room Temp
B0005,73,1.87752,2.0,0.93876,25.79,203.46,118.39,87.75,0.3931,6.9468,346,False,0.00085,Room Temp
B0005,74,1.86445,2.0,0.93222,23.86,196.15,117.87,79.77,0.3914,6.8985,345,False,0.00085,Room Temp
B0005,75,1.86604,2.0,0.93302,25.67,198.84,115.17,82.94,0.3871,6.9044,344,False,0.00085,Room Temp
B0005,76,1.87438,2.0,0.93719,26.39,193.54,119.63,83.29,0.3791,6.9352,343,False,0.00085,Room Temp
B0005,77,1.87244,2.0,0.93622,21.41,190.33,114.49,88.19,0.381,6.928,342,False,0.00085,Room Temp
B0005,78,1.8661,2.0,0.93305,24.53,196.88,117.33,85.2,0.4013,6.9046,341,False,0.00085,Room Temp
B0005,79,1.86587,2.0,0.93293,22.56,194.3,111.08,80.93,0.4023,6.9037,340,False,0.00085,Room Temp
B0005,80,1.88168,2.0,0.94084,23.38,200.14,119.16,90.83,0.4115,6.9622,339,False,0.00085,Room Temp
B0005,81,1.86591,2.0,0.93296,21.61,187.7,118.6,82.45,0.3612,6.9039,338,False,0.00085,Room Temp
B0005,82,1.86017,2.0,0.93009,21.3,204.39,120.55,83.69,0.4236,6.8826,337,False,0.00085,Room Temp
B0005,83,1.86438,2.0,0.93219,21.85,204.83,119.58,81.82,0.4078,6.8982,336,False,0.00085,Room Temp
B0005,84,1.85517,2.0,0.92759,20.54,200.88,123.56,80.69,0.4074,6.8641,335,False,0.00085,Room Temp
B0005,85,1.85539,2.0,0.9277,22.78,196.58,115.24,83.59,0.3848,6.8649,334,False,0.00085,Room Temp
B0005,86,1.86118,2.0,0.93059,23.87,200.25,115.2,82.6,0.4081,6.8864,333,False,0.00085,Room Temp
B0005,87,1.86144,2.0,0.93072,21.56,199.76,120.18,80.43,0.405,6.8873,332,False,0.00085,Room Temp
B0005,88,1.85056,2.0,0.92528,25.43,200.7,112.34,80.02,0.4019,6.8471,331,False,0.00085,Room Temp
B0005,89,1.85636,2.0,0.92818,21.74,203.88,112.86,83.4,0.3956,6.8685,330,False,0.00085,Room Temp
B0005,90,1.84749,2.0,0.92375,24.12,199.84,116.56,85.15,0.3939,6.8357,329,False,0.00085,Room Temp
B0005,91,1.85782,2.0,0.92891,21.18,203.86,122.19,78.66,0.3998,6.8739,328,False,0.00085,Room Temp
B0005,92,1.85418,2.0,0.92709,23.49,206.45,116.0,83.61,0.4113,6.8604,327,False,0.00085,Room Temp
B0005,93,1.85733,2.0,0.92866,24.64,208.25,116.62,82.6,0.4122,6.8721,326,False,0.00085,Room Temp
B0005,94,1.84957,2.0,0.92479,22.95,206.59,123.97,84.97,0.4099,6.8434,325,False,0.00085,Room Temp
B0005,95,1.85446,2.0,0.92723,22.98,195.59,114.79,79.71,0.3877,6.8615,324,False,0.00085,Room Temp
B0005,96,1.84343,2.0,0.92171,28.19,214.26,116.99,84.61,0.4064,6.8207,323,False,0.00085,Room Temp
B0005,97,1.8436,2.0,0.9218,25.93,203.12,121.09,83.64,0.4021,6.8213,322,False,0.00085,Room Temp
B0005,98,1.84521,2.0,0.92261,29.68,216.52,118.42,82.12,0.4245,6.8273,321,False,0.00085,Room Temp
B0005,99,1.84523,2.0,0.92261,21.86,207.19,116.25,83.99,0.4177,6.8273,320,False,0.00085,Room Temp
B0005,100,1.84532,2.0,0.92266,22.72,207.12,114.74,82.15,0.418,6.8277,319,False,0.00085,Room Temp
B0005,101,1.84152,2.0,0.92076,21.69,212.18,121.69,83.7,0.4431,6.8136,318,False,0.00085,Room Temp
B0005,102,1.82771,2.0,0.91386,20.89,198.57,121.9,83.56,0.3966,6.7625,317,False,0.00085,Room Temp
B0005,103,1.83459,2.0,0.91729,21.19,220.65,117.91,82.78,0.4486,6.788,316,False,0.00085,Room Temp
B0005,104,1.83464,2.0,0.91732,24.56,209.12,118.93,86.32,0.4317,6.7882,315,False,0.00085,Room Temp
B0005,105,1.84198,2.0,0.92099,22.72,206.52,117.25,83.0,0.424,6.8153,314,False,0.00085,Room Temp
B0005,106,1.81414,2.0,0.90707,27.82,217.4,115.93,79.61,0.4182,6.7123,313,False,0.00085,Room Temp
B0005,107,1.83271,2.0,0.91636,24.18,207.97,113.61,81.8,0.4326,6.781,312,False,0.00085,Room Temp
B0005,108,1.8225,2.0,0.91125,20.24,209.06,116.52,76.62,0.4176,6.7432,311,False,0.00085,Room Temp
B0005,109,1.82118,2.0,0.91059,25.74,226.73,120.7,81.42,0.4424,6.7384,310,False,0.00085,Room Temp
B0005,110,1.84206,2.0,0.92103,24.15,216.25,117.56,83.29,0.4311,6.8156,309,False,0.00085,Room Temp
B0005,111,1.81534,2.0,0.90767,22.63,214.8,115.6,80.26,0.4307,6.7168,308,False,0.00085,Room Temp
B0005,112,1.81634,2.0,0.90817,27.76,208.46,120.52,84.23,0.3962,6.7205,307,False,0.00085,Room Temp
B0005,113,1.8141,2.0,0.90705,23.07,209.65,114.88,79.41,0.4368,6.7122,306,False,0.00085,Room Temp
B0005,114,1.82278,2.0,0.91139,27.18,225.82,113.95,80.98,0.4565,6.7443,305,False,0.00085,Room Temp
B0005,115,1.80397,2.0,0.90199,25.78,219.94,115.94,82.6,0.4443,6.6747,304,False,0.00085,Room Temp
B0005,116,1.80932,2.0,0.90466,26.9,217.67,118.99,82.61,0.4322,6.6945,303,False,0.00085,Room Temp
B0005,117,1.81328,2.0,0.90664,20.87,221.07,116.64,80.55,0.4526,6.7091,302,False,0.00085,Room Temp
B0005,118,1.8035,2.0,0.90175,20.48,208.79,118.87,78.6,0.4351,6.6729,301,False,0.00085,Room Temp
B0005,119,1.79094,2.0,0.89547,28.24,227.54,116.57,79.5,0.4591,6.6265,300,False,0.00085,Room Temp
B0005,120,1.80576,2.0,0.90288,26.76,225.88,117.54,80.53,0.4512,6.6813,299,False,0.00085,Room Temp
B0005,121,1.80699,2.0,0.90349,19.72,210.73,119.33,81.66,0.4196,6.6859,298,False,0.00085,Room Temp
B0005,122,1.80314,2.0,0.90157,24.87,221.54,114.71,81.53,0.4333,6.6716,297,False,0.00085,Room Temp
B0005,123,1.80473,2.0,0.90236,19.74,223.84,118.49,81.72,0.4575,6.6775,296,False,0.00085,Room Temp
B0005,124,1.81325,2.0,0.90663,26.54,218.24,113.36,80.35,0.4367,6.709,295,False,0.00085,Room Temp
B0005,125,1.80254,2.0,0.90127,22.19,223.76,114.77,79.89,0.4334,6.6694,294,False,0.00085,Room Temp
B0005,126,1.78949,2.0,0.89474,20.62,216.67,120.0,78.63,0.4597,6.6211,293,False,0.00085,Room Temp
B0005,127,1.79929,2.0,0.89965,24.46,222.46,119.09,79.82,0.4461,6.6574,292,False,0.00085,Room Temp
B0005,128,1.8143,2.0,0.90715,23.76,232.26,115.1,81.57,0.4822,6.7129,291,False,0.00085,Room Temp
B0005,129,1.78728,2.0,0.89364,28.53,236.38,115.12,81.69,0.4825,6.6129,290,False,0.00085,Room Temp
B0005,130,1.79575,2.0,0.89787,20.07,219.65,116.19,80.66,0.4455,6.6443,289,False,0.00085,Room Temp
B0005,131,1.79067,2.0,0.89534,20.66,226.49,118.69,81.7,0.4638,6.6255,288,False,0.00085,Room Temp
B0005,132,1.7944,2.0,0.8972,25.15,230.23,111.93,81.61,0.4625,6.6393,287,False,0.00085,Room Temp
B0005,133,1.78838,2.0,0.89419,20.81,220.56,119.99,80.4,0.4479,6.617,286,False,0.00085,Room Temp
B0005,134,1.78492,2.0,0.89246,24.07,235.18,115.23,80.51,0.4657,6.6042,285,False,0.00085,Room Temp
B0005,135,1.7797,2.0,0.88985,23.23,231.18,115.26,82.6,0.4534,6.5849,284,False,0.00085,Room Temp
B0005,136,1.78017,2.0,0.89008,22.9,237.52,117.29,82.17,0.4602,6.5866,283,False,0.00085,Room Temp
B0005,137,1.78229,2.0,0.89114,26.22,235.28,119.93,79.17,0.4847,6.5945,282,False,0.00085,Room Temp
B0005,138,1.79703,2.0,0.89851,23.09,229.48,121.32,84.03,0.4537,6.649,281,False,0.00085,Room Temp
B0005,139,1.77376,2.0,0.88688,23.3,225.83,113.85,77.81,0.444,6.5629,280,False,0.00085,Room Temp
B0005,140,1.77534,2.0,0.88767,24.59,242.46,113.64,81.86,0.4828,6.5688,279,False,0.00085,Room Temp
B0005,141,1.77371,2.0,0.88686,25.69,231.01,117.75,80.15,0.4669,6.5627,278,False,0.00085,Room Temp
B0005,142,1.77491,2.0,0.88746,30.14,239.38,115.03,78.62,0.4732,6.5672,277,False,0.00085,Room Temp
B0005,143,1.76599,2.0,0.883,26.97,246.47,114.78,77.81,0.4977,6.5342,276,False,0.00085,Room Temp
B0005,144,1.76517,2.0,0.88259,25.58,239.31,111.93,82.53,0.4966,6.5311,275,False,0.00085,Room Temp
B0005,145,1.76318,2.0,0.88159,23.03,237.27,117.45,80.66,0.4946,6.5238,274,False,0.00085,Room Temp
B0005,146,1.76517,2.0,0.88258,22.0,228.31,114.28,79.37,0.4746,6.5311,273,False,0.00085,Room Temp
B0005,147,1.76094,2.0,0.88047,24.56,238.79,119.98,84.3,0.4723,6.5155,272,False,0.00085,Room Temp
B0005,148,1.75967,2.0,0.87983,26.61,245.34,121.94,80.35,0.4871,6.5108,271,False,0.00085,Room Temp
B0005,149,1.76681,2.0,0.8834,26.77,246.83,118.02,81.64,0.5053,6.5372,270,False,0.00085,Room Temp
B0005,150,1.77164,2.0,0.88582,25.62,241.11,117.01,82.14,0.4741,6.5551,269,False,0.00085,Room Temp
B0005,151,1.76204,2.0,0.88102,23.02,239.56,120.27,79.67,0.4796,6.5195,268,False,0.00085,Room Temp
B0005,152,1.74672,2.0,0.87336,25.87,246.67,122.69,77.99,0.4955,6.4629,267,False,0.00085,Room Temp
B0005,153,1.7581,2.0,0.87905,27.94,246.06,117.21,80.33,0.494,6.505,266,False,0.00085,Room Temp
B0005,154,1.75104,2.0,0.87552,24.49,248.35,113.19,79.06,0.4897,6.4788,265,False,0.00085,Room Temp
B0005,155,1.76268,2.0,0.88134,20.19,235.64,117.57,82.45,0.4706,6.5219,264,False,0.00085,Room Temp
B0005,156,1.74719,2.0,0.87359,28.7,242.0,109.61,79.5,0.479,6.4646,263,False,0.00085,Room Temp
B0005,157,1.74197,2.0,0.87099,25.77,247.54,114.44,75.83,0.5038,6.4453,262,False,0.00085,Room Temp
B0005,158,1.75386,2.0,0.87693,23.75,253.74,113.1,75.87,0.5006,6.4893,261,False,0.00085,Room Temp
B0005,159,1.74681,2.0,0.8734,24.61,244.92,117.26,76.1,0.5043,6.4632,260,False,0.00085,Room Temp
B0005,160,1.74503,2.0,0.87251,26.79,251.07,117.55,79.67,0.5066,6.4566,259,False,0.00085,Room Temp
B0005,161,1.74934,2.0,0.87467,27.32,251.57,118.37,78.54,0.5175,6.4726,258,False,0.00085,Room Temp
B0005,162,1.73731,2.0,0.86865,28.5,252.4,111.77,78.44,0.498,6.428,257,False,0.00085,Room Temp
B0005,163,1.74796,2.0,0.87398,22.37,243.61,110.55,77.75,0.463,6.4675,256,False,0.00085,Room Temp
B0005,164,1.72709,2.0,0.86354,25.9,254.61,117.18,75.79,0.5087,6.3902,255,False,0.00085,Room Temp
B0005,165,1.73825,2.0,0.86913,21.1,253.04,118.71,77.78,0.5064,6.4315,254,False,0.00085,Room Temp
B0005,166,1.73847,2.0,0.86924,18.9,242.24,114.03,76.23,0.4817,6.4323,253,False,0.00085,Room Temp
B0005,167,1.74971,2.0,0.87486,25.6,249.27,117.96,81.54,0.5078,6.4739,252,False,0.00085,Room Temp
B0005,168,1.73433,2.0,0.86717,22.38,252.35,117.2,79.84,0.5111,6.417,251,False,0.00085,Room Temp
B0006,1,2.00347,2.0,1.00174,26.34,145.37,117.76,88.62,0.2814,7.4129,395,False,0.0009,Room Temp
B0006,2,2.00304,2.0,1.00152,23.52,149.3,114.03,91.41,0.2862,7.4112,394,False,0.0009,Room Temp
B0006,3,1.99509,2.0,0.99754,24.69,159.44,116.0,83.74,0.3207,7.3818,393,False,0.0009,Room Temp
B0006,4,2.00722,2.0,1.00361,27.1,157.17,118.63,91.94,0.3046,7.4267,392,False,0.0009,Room Temp
B0006,5,1.99483,2.0,0.99742,25.26,159.82,128.2,90.55,0.3145,7.3809,391,False,0.0009,Room Temp
B0006,6,1.98902,2.0,0.99451,19.58,144.82,118.61,88.46,0.2912,7.3594,390,False,0.0009,Room Temp
B0006,7,1.98086,2.0,0.99043,26.8,157.56,119.69,88.48,0.3167,7.3292,389,False,0.0009,Room Temp
B0006,8,1.99225,2.0,0.99613,21.83,148.91,118.97,86.96,0.2896,7.3713,388,False,0.0009,Room Temp
B0006,9,1.98006,2.0,0.99003,26.19,159.34,120.28,90.8,0.3173,7.3262,387,False,0.0009,Room Temp
B0006,10,1.9852,2.0,0.9926,23.74,157.02,118.03,84.46,0.3127,7.3453,386,False,0.0009,Room Temp
B0006,11,1.99168,2.0,0.99584,26.32,164.21,123.58,89.8,0.3304,7.3692,385,False,0.0009,Room Temp
B0006,12,1.97358,2.0,0.98679,23.21,159.33,123.22,88.53,0.3142,7.3022,384,False,0.0009,Room Temp
B0006,13,1.97674,2.0,0.98837,25.5,152.38,112.76,87.85,0.2926,7.3139,383,False,0.0009,Room Temp
B0006,14,1.97089,2.0,0.98545,23.63,155.69,123.92,89.34,0.3144,7.2923,382,False,0.0009,Room Temp
B0006,15,1.97816,2.0,0.98908,21.15,160.78,119.45,90.36,0.3108,7.3192,381,False,0.0009,Room Temp
B0006,16,1.95898,2.0,0.97949,26.04,163.94,116.68,86.41,0.3391,7.2482,380,False,0.0009,Room Temp
B0006,17,1.96012,2.0,0.98006,28.11,160.62,121.32,87.55,0.3273,7.2524,379,False,0.0009,Room Temp
B0006,18,1.96351,2.0,0.98175,23.59,160.52,116.45,89.84,0.3159,7.265,378,False,0.0009,Room Temp
B0006,19,1.96426,2.0,0.98213,21.51,145.61,118.89,93.22,0.2991,7.2678,377,False,0.0009,Room Temp
B0006,20,1.96417,2.0,0.98208,23.34,161.32,121.1,86.03,0.3338,7.2674,376,False,0.0009,Room Temp
B0006,21,1.96828,2.0,0.98414,25.8,166.95,119.58,89.92,0.3398,7.2826,375,False,0.0009,Room Temp
B0006,22,1.95796,2.0,0.97898,22.57,161.99,124.02,85.63,0.3093,7.2444,374,False,0.0009,Room Temp
B0006,23,1.96034,2.0,0.98017,24.13,164.82,120.14,87.77,0.3445,7.2533,373,False,0.0009,Room Temp
B0006,24,1.94446,2.0,0.97223,21.93,161.4,114.24,87.15,0.3394,7.1945,372,False,0.0009,Room Temp
B0006,25,1.95567,2.0,0.97783,24.58,159.39,117.49,87.25,0.3156,7.236,371,False,0.0009,Room Temp
B0006,26,1.964,2.0,0.982,25.39,161.72,120.2,89.38,0.3348,7.2668,370,False,0.0009,Room Temp
B0006,27,1.96463,2.0,0.98232,21.46,159.1,115.7,87.94,0.3229,7.2691,369,False,0.0009,Room Temp
B0006,28,1.95813,2.0,0.97906,23.81,164.97,119.83,86.45,0.3508,7.2451,368,False,0.0009,Room Temp
B0006,29,1.93561,2.0,0.96781,24.46,178.07,119.05,86.72,0.3526,7.1618,367,False,0.0009,Room Temp
B0006,30,1.94528,2.0,0.97264,27.43,161.06,123.78,84.69,0.3195,7.1975,366,False,0.0009,Room Temp
B0006,31,1.94154,2.0,0.97077,25.47,162.38,120.51,91.42,0.3111,7.1837,365,False,0.0009,Room Temp
B0006,32,1.94474,2.0,0.97237,22.35,169.34,119.23,86.23,0.3436,7.1955,364,False,0.0009,Room Temp
B0006,33,1.95591,2.0,0.97795,23.52,172.83,115.46,86.1,0.3504,7.2369,363,False,0.0009,Room Temp
B0006,34,1.9516,2.0,0.9758,24.89,169.9,119.27,85.32,0.3458,7.2209,362,False,0.0009,Room Temp
B0006,35,1.94504,2.0,0.97252,22.87,167.29,119.97,86.65,0.3339,7.1967,361,False,0.0009,Room Temp
B0006,36,1.95304,2.0,0.97652,23.38,169.07,117.35,89.38,0.3363,7.2262,360,False,0.0009,Room Temp
B0006,37,1.9293,2.0,0.96465,27.3,183.26,117.14,83.09,0.3766,7.1384,359,False,0.0009,Room Temp
B0006,38,1.92728,2.0,0.96364,25.98,165.32,121.59,84.31,0.338,7.1309,358,False,0.0009,Room Temp
B0006,39,1.93113,2.0,0.96557,21.62,168.5,121.03,87.11,0.3429,7.1452,357,False,0.0009,Room Temp
B0006,40,1.94509,2.0,0.97255,20.09,177.39,119.49,85.73,0.3415,7.1968,356,False,0.0009,Room Temp
B0006,41,1.92603,2.0,0.96302,26.3,176.73,123.42,83.77,0.3533,7.1263,355,False,0.0009,Room Temp
B0006,42,1.91579,2.0,0.9579,24.91,180.73,117.47,81.0,0.3634,7.0884,354,False,0.0009,Room Temp
B0006,43,1.92757,2.0,0.96379,25.01,183.19,115.7,88.1,0.3783,7.132,353,False,0.0009,Room Temp
B0006,44,1.90812,2.0,0.95406,24.8,174.84,118.38,86.56,0.3448,7.06,352,False,0.0009,Room Temp
B0006,45,1.91521,2.0,0.95761,24.09,171.67,115.47,87.54,0.3318,7.0863,351,False,0.0009,Room Temp
B0006,46,1.92422,2.0,0.96211,25.16,170.36,116.83,88.98,0.3309,7.1196,350,False,0.0009,Room Temp
B0006,47,1.91345,2.0,0.95672,25.16,183.5,117.95,84.91,0.3812,7.0798,349,False,0.0009,Room Temp
B0006,48,1.92935,2.0,0.96468,26.45,182.16,116.52,85.16,0.3696,7.1386,348,False,0.0009,Room Temp
B0006,49,1.91706,2.0,0.95853,27.5,186.86,114.25,88.37,0.3637,7.0931,347,False,0.0009,Room Temp
B0006,50,1.90892,2.0,0.95446,24.63,190.73,127.96,87.11,0.3796,7.063,346,False,0.0009,Room Temp
B0006,51,1.91455,2.0,0.95728,26.22,181.66,124.1,86.61,0.3683,7.0838,345,False,0.0009,Room Temp
B0006,52,1.91388,2.0,0.95694,25.05,186.66,116.86,85.01,0.3623,7.0814,344,False,0.0009,Room Temp
B0006,53,1.91036,2.0,0.95518,25.95,186.43,123.68,85.95,0.3795,7.0683,343,False,0.0009,Room Temp
B0006,54,1.89639,2.0,0.9482,23.03,184.72,120.99,84.75,0.3687,7.0166,342,False,0.0009,Room Temp
B0006,55,1.89127,2.0,0.94563,23.11,186.38,120.09,86.11,0.3733,6.9977,341,False,0.0009,Room Temp
B0006,56,1.90175,2.0,0.95088,22.35,185.11,119.79,86.56,0.365,7.0365,340,False,0.0009,Room Temp
B0006,57,1.88276,2.0,0.94138,26.74,185.1,115.65,86.11,0.3663,6.9662,339,False,0.0009,Room Temp
B0006,58,1.90676,2.0,0.95338,25.54,190.07,114.5,88.23,0.3828,7.055,338,False,0.0009,Room Temp
