date,city,state,zone,solar_irradiance_kwh_m2_day,clear_sky_irradiance_kwh_m2_day,temperature_2m_c,humidity_pct,cloud_cover_pct,wind_speed_2m_ms,precipitation_mm_day
2020-01-30,Lokoja,Kogi,North Central,5.082,5.082,31.13,20.0,5.1,4.61,0.19
2020-01-31,Lokoja,Kogi,North Central,4.537,4.626,33.84,20.0,7.2,4.11,0.03
2020-02-01,Lokoja,Kogi,North Central,4.594,4.936,28.12,34.2,26.3,0.62,0.07
2020-02-02,Lokoja,Kogi,North Central,3.334,4.718,29.04,20.0,46.0,6.48,0.05
2020-02-03,Lokoja,Kogi,North Central,4.916,5.201,29.75,32.1,14.7,2.57,0.06
2020-02-04,Lokoja,Kogi,North Central,4.485,4.518,32.19,20.0,30.9,4.8,0.02
2020-02-05,Lokoja,Kogi,North Central,4.065,5.051,30.1,20.0,10.7,3.06,0.11
2020-02-06,Lokoja,Kogi,North Central,3.726,5.428,36.88,20.0,40.5,3.37,0.21
2020-02-07,Lokoja,Kogi,North Central,3.995,5.208,35.19,20.0,27.0,3.89,0.06
2020-02-08,Lokoja,Kogi,North Central,5.266,5.266,33.15,26.2,20.1,6.6,0.02
2020-02-09,Lokoja,Kogi,North Central,4.267,4.747,34.95,31.9,23.2,3.51,0.04
2020-02-10,Lokoja,Kogi,North Central,4.06,4.938,27.67,20.0,27.5,5.9,0.02
2020-02-11,Lokoja,Kogi,North Central,5.59,5.868,34.81,20.0,6.6,5.3,0.04
2020-02-12,Lokoja,Kogi,North Central,4.711,4.971,32.19,20.0,15.7,3.09,0.02
2020-02-13,Lokoja,Kogi,North Central,3.93,5.14,32.57,25.5,23.0,2.25,0.09
2020-02-14,Lokoja,Kogi,North Central,4.276,4.925,32.11,20.0,22.5,2.45,0.02
2020-02-15,Lokoja,Kogi,North Central,4.933,4.933,30.87,20.0,0.0,5.11,0.07
2020-02-16,Lokoja,Kogi,North Central,3.784,4.854,28.04,28.9,35.2,1.67,0.15
2020-02-17,Lokoja,Kogi,North Central,4.067,4.754,33.22,32.8,16.2,6.15,0.04
2020-02-18,Lokoja,Kogi,North Central,3.702,5.336,28.52,34.0,45.9,3.17,0.02
2020-02-19,Lokoja,Kogi,North Central,3.745,4.698,34.69,20.0,6.6,2.69,0.25
2020-02-20,Lokoja,Kogi,North Central,3.612,4.837,36.95,20.0,40.1,5.26,0.12
2020-02-21,Lokoja,Kogi,North Central,4.674,4.674,27.26,31.9,23.8,0.07,0.02
2020-02-22,Lokoja,Kogi,North Central,4.643,4.876,31.56,20.0,34.4,3.29,0.0
2020-02-23,Lokoja,Kogi,North Central,3.619,5.141,30.7,20.0,47.1,1.63,0.16
2020-02-24,Lokoja,Kogi,North Central,3.651,5.101,31.91,20.0,43.6,2.69,0.13
2020-02-25,Lokoja,Kogi,North Central,4.346,4.777,30.51,20.0,12.6,5.39,0.01
2020-02-26,Lokoja,Kogi,North Central,3.672,5.184,32.76,20.0,27.0,5.39,0.12
2020-02-27,Lokoja,Kogi,North Central,3.379,4.882,31.24,20.0,32.2,4.01,0.14
2020-02-28,Lokoja,Kogi,North Central,5.185,5.529,32.88,23.1,11.6,5.32,0.12
2020-02-29,Lokoja,Kogi,North Central,5.645,5.645,29.86,20.0,0.0,4.55,0.06
2020-03-01,Lokoja,Kogi,North Central,4.511,5.064,28.47,21.2,50.7,4.47,0.4
2020-03-02,Lokoja,Kogi,North Central,3.774,4.775,30.03,27.0,40.7,3.99,1.83
2020-03-03,Lokoja,Kogi,North Central,3.764,5.249,29.64,46.7,36.9,0.77,0.13
2020-03-04,Lokoja,Kogi,North Central,4.079,4.827,30.39,32.2,47.9,3.88,0.25
2020-03-05,Lokoja,Kogi,North Central,3.417,4.975,30.86,32.3,51.8,5.11,3.31
2020-03-06,Lokoja,Kogi,North Central,4.561,5.053,31.07,20.0,28.8,2.91,0.59
2020-03-07,Lokoja,Kogi,North Central,4.939,4.939,27.19,20.0,11.2,3.04,3.26
2020-03-08,Lokoja,Kogi,North Central,3.388,4.778,30.46,36.8,53.0,4.51,5.52
2020-03-09,Lokoja,Kogi,North Central,3.667,4.651,27.59,33.0,55.9,2.81,4.16
2020-03-10,Lokoja,Kogi,North Central,3.11,5.113,31.17,20.1,55.5,3.43,0.31
2020-03-11,Lokoja,Kogi,North Central,5.148,5.148,28.87,27.2,19.4,3.59,1.63
2020-03-12,Lokoja,Kogi,North Central,4.847,4.847,31.89,50.1,29.0,4.87,3.43
2020-03-13,Lokoja,Kogi,North Central,3.975,4.709,26.9,39.0,21.2,1.95,3.8
2020-03-14,Lokoja,Kogi,North Central,4.062,5.025,30.27,20.0,34.4,4.45,0.19
2020-03-15,Lokoja,Kogi,North Central,4.232,4.509,29.17,25.6,30.4,5.53,2.46
2020-03-16,Lokoja,Kogi,North Central,4.432,5.518,27.46,42.1,42.7,0.68,0.81
2020-03-17,Lokoja,Kogi,North Central,2.824,5.079,29.6,37.0,20.3,5.32,1.94
2020-03-18,Lokoja,Kogi,North Central,3.198,4.767,25.98,30.4,57.3,3.15,0.43
2020-03-19,Lokoja,Kogi,North Central,3.842,4.544,31.33,29.6,27.5,4.33,0.55
2020-03-20,Lokoja,Kogi,North Central,3.255,4.971,27.26,37.6,47.7,4.23,3.23
2020-03-21,Lokoja,Kogi,North Central,3.874,5.582,27.22,40.7,29.5,1.87,1.67
2020-03-22,Lokoja,Kogi,North Central,3.964,5.122,30.7,31.3,36.5,4.41,0.11
2020-03-23,Lokoja,Kogi,North Central,4.092,5.29,28.46,38.0,45.4,4.05,3.1
2020-03-24,Lokoja,Kogi,North Central,3.953,5.485,28.19,21.7,36.1,4.13,1.56
2020-03-25,Lokoja,Kogi,North Central,4.608,5.357,29.84,28.5,15.9,5.47,1.01
2020-03-26,Lokoja,Kogi,North Central,4.521,5.653,27.94,42.1,34.9,5.02,1.07
2020-03-27,Lokoja,Kogi,North Central,4.769,4.769,32.61,20.0,23.0,2.34,1.87
2020-03-28,Lokoja,Kogi,North Central,3.662,5.051,31.2,27.7,50.9,3.57,2.82
2020-03-29,Lokoja,Kogi,North Central,3.739,5.4,27.93,34.8,43.7,3.6,3.02
2020-03-30,Lokoja,Kogi,North Central,4.745,4.788,28.59,20.0,18.5,5.39,1.78
2020-03-31,Lokoja,Kogi,North Central,4.277,4.869,26.67,45.0,23.9,4.61,0.94
2020-04-01,Lokoja,Kogi,North Central,2.805,5.274,30.82,46.1,58.6,2.12,6.52
2020-04-02,Lokoja,Kogi,North Central,2.784,4.799,28.75,37.8,44.7,2.27,53.02
2020-04-03,Lokoja,Kogi,North Central,1.912,4.496,28.3,39.5,85.5,2.18,16.23
2020-04-04,Lokoja,Kogi,North Central,4.048,4.972,28.31,40.0,63.9,3.08,2.7
2020-04-05,Lokoja,Kogi,North Central,2.16,5.369,27.19,47.9,74.2,2.69,19.44
2020-04-06,Lokoja,Kogi,North Central,2.8,5.289,30.73,55.2,65.5,3.67,11.38
2020-04-07,Lokoja,Kogi,North Central,2.93,5.063,28.09,41.5,58.5,2.72,24.35
2020-04-08,Lokoja,Kogi,North Central,3.49,4.729,32.86,47.3,43.7,4.01,34.71
2020-04-09,Lokoja,Kogi,North Central,3.372,4.454,27.73,29.6,61.2,2.81,15.81
2020-04-10,Lokoja,Kogi,North Central,2.392,5.243,27.84,57.3,44.2,2.71,9.04
2020-04-11,Lokoja,Kogi,North Central,3.27,4.736,26.6,39.0,54.1,2.5,4.52
2020-04-12,Lokoja,Kogi,North Central,3.177,5.051,27.23,31.6,53.4,3.29,1.63
2020-04-13,Lokoja,Kogi,North Central,3.003,5.464,30.06,42.1,54.2,3.7,1.28
2020-04-14,Lokoja,Kogi,North Central,2.44,5.483,25.19,44.5,58.0,2.77,3.35
2020-04-15,Lokoja,Kogi,North Central,2.827,4.643,24.13,59.9,78.5,2.88,0.92
2020-04-16,Lokoja,Kogi,North Central,3.425,5.089,30.2,33.7,27.0,4.22,8.4
2020-04-17,Lokoja,Kogi,North Central,2.818,5.067,27.01,58.9,58.0,3.08,17.55
2020-04-18,Lokoja,Kogi,North Central,3.198,4.897,24.2,52.3,51.3,1.08,14.87
2020-04-19,Lokoja,Kogi,North Central,2.682,5.161,24.21,46.7,47.0,4.42,0.59
2020-04-20,Lokoja,Kogi,North Central,3.381,4.78,30.3,36.2,30.9,2.57,15.66
2020-04-21,Lokoja,Kogi,North Central,2.49,4.991,26.51,48.0,74.2,4.83,7.33
2020-04-22,Lokoja,Kogi,North Central,1.848,5.654,30.06,43.7,84.3,0.06,1.45
2020-04-23,Lokoja,Kogi,North Central,2.681,5.369,28.25,37.7,72.3,0.64,5.04
2020-04-24,Lokoja,Kogi,North Central,2.777,5.007,28.37,41.8,46.3,5.84,0.18
2020-04-25,Lokoja,Kogi,North Central,3.209,5.157,28.37,32.1,51.3,5.57,4.23
2020-04-26,Lokoja,Kogi,North Central,3.292,5.205,25.5,39.9,58.9,3.42,24.78
2020-04-27,Lokoja,Kogi,North Central,2.552,5.21,25.58,25.7,79.5,5.25,9.32
2020-04-28,Lokoja,Kogi,North Central,2.551,5.104,26.52,59.9,46.0,2.61,13.85
2020-04-29,Lokoja,Kogi,North Central,2.791,4.678,27.9,29.6,54.0,2.86,4.22
2020-04-30,Lokoja,Kogi,North Central,2.303,5.317,33.08,57.9,62.9,5.08,8.25
2020-05-01,Lokoja,Kogi,North Central,3.062,5.294,29.93,49.8,48.1,5.23,9.62
2020-05-02,Lokoja,Kogi,North Central,2.323,4.965,28.2,38.9,67.7,5.83,24.0
2020-05-03,Lokoja,Kogi,North Central,1.989,5.084,26.29,37.5,57.6,1.97,23.71
2020-05-04,Lokoja,Kogi,North Central,2.782,5.617,27.74,33.8,43.2,2.63,8.53
2020-05-05,Lokoja,Kogi,North Central,3.096,5.274,30.39,61.5,50.2,2.85,0.15
2020-05-06,Lokoja,Kogi,North Central,2.664,4.925,23.53,53.3,86.1,4.8,2.97
2020-05-07,Lokoja,Kogi,North Central,2.763,5.326,26.07,29.5,79.1,1.14,8.01
2020-05-08,Lokoja,Kogi,North Central,3.454,5.212,28.57,53.2,46.4,3.94,1.16
2020-05-09,Lokoja,Kogi,North Central,3.116,4.96,29.16,42.5,69.7,3.15,7.42
2020-05-10,Lokoja,Kogi,North Central,2.776,5.449,23.98,32.5,60.8,3.5,4.34
2020-05-11,Lokoja,Kogi,North Central,2.796,4.959,30.03,50.4,59.3,5.04,8.63
2020-05-12,Lokoja,Kogi,North Central,3.054,5.817,30.18,51.9,57.7,2.05,4.91
2020-05-13,Lokoja,Kogi,North Central,2.61,4.775,29.1,41.1,69.9,4.88,32.95
2020-05-14,Lokoja,Kogi,North Central,2.345,4.88,28.8,48.2,48.3,2.16,6.56
2020-05-15,Lokoja,Kogi,North Central,2.612,5.215,26.0,46.9,70.6,4.46,25.07
2020-05-16,Lokoja,Kogi,North Central,2.501,4.768,27.19,30.8,63.0,4.14,19.43
2020-05-17,Lokoja,Kogi,North Central,2.774,5.534,27.61,65.2,56.8,6.6,10.29
2020-05-18,Lokoja,Kogi,North Central,3.458,5.146,26.91,51.1,65.7,2.51,4.61
2020-05-19,Lokoja,Kogi,North Central,3.273,4.921,32.0,31.8,51.1,1.73,4.2
2020-05-20,Lokoja,Kogi,North Central,2.959,5.297,23.98,20.0,54.7,3.69,8.3
2020-05-21,Lokoja,Kogi,North Central,3.314,4.862,26.77,38.1,50.0,2.31,9.85
2020-05-22,Lokoja,Kogi,North Central,3.314,4.927,29.4,30.4,53.5,3.66,5.82
2020-05-23,Lokoja,Kogi,North Central,3.253,4.993,26.12,75.4,56.1,1.94,13.68
2020-05-24,Lokoja,Kogi,North Central,3.072,5.25,27.78,63.6,61.5,3.93,5.52
2020-05-25,Lokoja,Kogi,North Central,2.906,5.106,29.2,42.7,43.1,4.12,37.42
2020-05-26,Lokoja,Kogi,North Central,3.2,4.684,26.03,49.5,62.4,2.58,4.26
2020-05-27,Lokoja,Kogi,North Central,2.623,5.19,29.69,49.9,49.7,1.73,2.02
2020-05-28,Lokoja,Kogi,North Central,3.089,4.885,29.77,48.6,51.2,2.79,1.13
2020-05-29,Lokoja,Kogi,North Central,3.13,5.588,27.93,47.7,75.6,3.63,0.6
2020-05-30,Lokoja,Kogi,North Central,3.431,5.021,28.22,40.9,25.6,3.88,0.01
2020-05-31,Lokoja,Kogi,North Central,2.393,5.132,28.62,45.8,53.8,2.27,5.25
2020-06-01,Lokoja,Kogi,North Central,3.007,5.043,30.03,47.7,69.9,2.74,0.59
2020-06-02,Lokoja,Kogi,North Central,3.363,5.097,28.38,40.6,51.4,4.26,0.8
2020-06-03,Lokoja,Kogi,North Central,3.524,4.894,30.0,46.6,40.7,3.2,7.62
2020-06-04,Lokoja,Kogi,North Central,2.4,5.33,28.88,35.7,66.5,2.43,19.58
2020-06-05,Lokoja,Kogi,North Central,2.687,5.457,28.04,43.3,70.6,4.78,2.17
2020-06-06,Lokoja,Kogi,North Central,2.598,5.292,25.33,49.7,54.0,3.55,5.42
2020-06-07,Lokoja,Kogi,North Central,3.083,4.977,26.75,55.9,44.9,4.48,4.82
2020-06-08,Lokoja,Kogi,North Central,2.748,5.015,25.58,26.8,65.2,2.83,5.38
2020-06-09,Lokoja,Kogi,North Central,3.062,5.107,26.42,52.8,71.3,7.73,13.33
2020-06-10,Lokoja,Kogi,North Central,3.704,4.87,26.93,36.1,48.0,5.39,19.04
2020-06-11,Lokoja,Kogi,North Central,3.173,5.295,27.49,34.3,58.5,5.03,0.78
2020-06-12,Lokoja,Kogi,North Central,2.841,5.649,27.12,39.0,67.2,0.87,12.27
2020-06-13,Lokoja,Kogi,North Central,2.602,4.974,25.96,54.5,73.1,4.44,6.39
2020-06-14,Lokoja,Kogi,North Central,3.672,5.389,28.41,43.0,38.0,5.68,9.44
2020-06-15,Lokoja,Kogi,North Central,3.308,5.055,27.22,39.7,41.5,2.77,10.56
2020-06-16,Lokoja,Kogi,North Central,2.692,5.533,24.88,20.0,53.4,2.97,6.03
2020-06-17,Lokoja,Kogi,North Central,3.365,5.222,30.03,43.1,33.2,6.2,4.33
2020-06-18,Lokoja,Kogi,North Central,2.266,5.307,29.53,38.2,58.4,5.23,3.54
2020-06-19,Lokoja,Kogi,North Central,3.255,4.753,27.96,40.5,44.3,3.07,7.97
2020-06-20,Lokoja,Kogi,North Central,3.401,4.649,27.87,54.0,43.0,0.96,0.73
2020-06-21,Lokoja,Kogi,North Central,3.561,5.107,28.58,28.3,57.4,4.42,2.54
2020-06-22,Lokoja,Kogi,North Central,3.264,5.053,30.31,51.7,37.2,3.58,3.07
2020-06-23,Lokoja,Kogi,North Central,2.518,4.796,29.01,56.8,73.9,2.41,5.3
2020-06-24,Lokoja,Kogi,North Central,3.666,5.841,28.13,36.1,43.5,4.63,4.77
2020-06-25,Lokoja,Kogi,North Central,2.907,5.32,30.58,45.7,60.0,6.53,9.62
2020-06-26,Lokoja,Kogi,North Central,2.676,5.096,28.18,51.8,65.5,2.28,8.78
2020-06-27,Lokoja,Kogi,North Central,3.599,5.054,30.11,38.6,52.8,3.53,1.89
2020-06-28,Lokoja,Kogi,North Central,2.27,4.916,27.57,36.8,75.6,4.22,3.91
2020-06-29,Lokoja,Kogi,North Central,3.485,4.659,28.2,43.9,40.3,1.89,5.73
2020-06-30,Lokoja,Kogi,North Central,3.118,4.816,29.11,41.1,42.7,4.73,2.22
2020-07-01,Lokoja,Kogi,North Central,3.084,4.885,24.8,51.1,74.3,3.01,7.41
2020-07-02,Lokoja,Kogi,North Central,2.603,4.901,29.1,39.8,70.1,4.66,1.71
2020-07-03,Lokoja,Kogi,North Central,3.288,5.158,30.08,20.0,45.3,1.4,4.44
2020-07-04,Lokoja,Kogi,North Central,3.1,5.225,27.34,41.0,69.1,3.71,0.65
2020-07-05,Lokoja,Kogi,North Central,3.306,5.324,28.51,36.8,53.3,3.27,2.8
2020-07-06,Lokoja,Kogi,North Central,2.588,5.255,30.82,41.0,74.7,4.02,2.92
2020-07-07,Lokoja,Kogi,North Central,2.445,5.489,25.24,29.6,70.8,3.98,2.31
2020-07-08,Lokoja,Kogi,North Central,4.595,5.457,29.02,44.8,28.7,3.7,11.76
2020-07-09,Lokoja,Kogi,North Central,2.701,5.371,28.25,59.6,62.1,4.81,2.16
2020-07-10,Lokoja,Kogi,North Central,3.183,4.799,25.81,30.9,47.0,1.66,22.17
2020-07-11,Lokoja,Kogi,North Central,3.545,5.287,31.02,50.8,28.0,2.99,10.68
2020-07-12,Lokoja,Kogi,North Central,3.239,5.265,29.22,33.5,48.0,3.82,24.89
2020-07-13,Lokoja,Kogi,North Central,3.241,4.635,30.49,56.7,16.6,5.22,23.71
2020-07-14,Lokoja,Kogi,North Central,3.259,5.571,29.33,44.2,41.0,2.54,15.45
2020-07-15,Lokoja,Kogi,North Central,2.558,4.659,29.05,43.5,81.4,3.91,2.81
2020-07-16,Lokoja,Kogi,North Central,2.498,5.398,28.11,36.5,57.5,2.35,0.34
2020-07-17,Lokoja,Kogi,North Central,2.93,5.094,22.6,47.7,59.5,2.71,0.96
2020-07-18,Lokoja,Kogi,North Central,2.751,4.63,25.27,41.6,56.0,2.85,3.44
2020-07-19,Lokoja,Kogi,North Central,2.932,5.567,25.61,47.8,67.7,4.31,5.64
2020-07-20,Lokoja,Kogi,North Central,2.743,5.366,31.2,58.4,63.6,2.43,8.67
2020-07-21,Lokoja,Kogi,North Central,2.678,5.12,25.94,44.7,37.8,1.47,4.51
2020-07-22,Lokoja,Kogi,North Central,2.736,5.338,27.62,40.1,41.9,2.04,21.63
2020-07-23,Lokoja,Kogi,North Central,2.946,5.011,27.81,46.0,63.9,3.31,8.22
2020-07-24,Lokoja,Kogi,North Central,2.058,4.964,25.6,39.6,73.0,4.72,2.17
2020-07-25,Lokoja,Kogi,North Central,3.044,5.377,24.65,54.0,55.6,3.38,0.4
2020-07-26,Lokoja,Kogi,North Central,2.447,5.112,27.53,58.6,72.7,5.94,13.6
2020-07-27,Lokoja,Kogi,North Central,3.972,4.77,31.63,33.1,45.5,4.54,6.18
2020-07-28,Lokoja,Kogi,North Central,2.714,4.966,29.85,53.2,58.7,5.95,10.2
2020-07-29,Lokoja,Kogi,North Central,3.226,5.382,26.6,46.4,32.9,3.26,15.55
2020-07-30,Lokoja,Kogi,North Central,2.092,4.546,28.38,46.6,61.1,3.07,3.11
2020-07-31,Lokoja,Kogi,North Central,3.296,5.067,28.86,60.5,44.2,5.68,8.28
2020-08-01,Lokoja,Kogi,North Central,3.055,4.937,27.38,37.9,56.7,1.68,12.31
2020-08-02,Lokoja,Kogi,North Central,2.402,4.907,29.14,37.6,78.4,3.68,2.67
2020-08-03,Lokoja,Kogi,North Central,3.271,4.959,26.45,53.2,45.0,3.34,0.61
2020-08-04,Lokoja,Kogi,North Central,3.617,4.95,29.4,51.1,58.7,3.54,7.37
2020-08-05,Lokoja,Kogi,North Central,3.212,4.956,24.11,50.1,65.6,1.64,22.47
2020-08-06,Lokoja,Kogi,North Central,3.373,5.095,25.22,39.6,49.7,1.03,11.58
2020-08-07,Lokoja,Kogi,North Central,3.355,4.94,26.7,29.4,51.1,4.0,1.16
2020-08-08,Lokoja,Kogi,North Central,2.324,4.789,27.59,47.4,48.8,3.84,2.66
2020-08-09,Lokoja,Kogi,North Central,2.972,5.249,27.15,31.6,70.5,5.66,2.46
2020-08-10,Lokoja,Kogi,North Central,3.002,5.353,25.53,37.2,55.1,4.62,2.86
2020-08-11,Lokoja,Kogi,North Central,3.695,5.35,28.73,23.7,48.5,3.83,14.47
2020-08-12,Lokoja,Kogi,North Central,4.37,5.036,29.43,20.0,53.9,5.63,1.88
2020-08-13,Lokoja,Kogi,North Central,2.523,4.485,24.84,57.9,50.3,5.34,25.49
2020-08-14,Lokoja,Kogi,North Central,2.754,5.018,26.5,61.9,53.0,2.24,13.92
2020-08-15,Lokoja,Kogi,North Central,2.848,5.148,28.14,50.9,44.4,2.57,2.13
2020-08-16,Lokoja,Kogi,North Central,3.249,4.697,29.57,32.8,36.6,3.63,21.52
2020-08-17,Lokoja,Kogi,North Central,2.794,5.646,30.49,29.6,51.2,4.54,2.42
2020-08-18,Lokoja,Kogi,North Central,3.122,4.927,26.11,58.3,44.5,3.31,10.93
2020-08-19,Lokoja,Kogi,North Central,2.621,5.388,26.13,28.3,62.7,4.08,10.86
2020-08-20,Lokoja,Kogi,North Central,3.135,5.317,27.46,55.2,57.1,2.09,11.85
2020-08-21,Lokoja,Kogi,North Central,2.354,4.925,29.41,42.0,57.3,3.45,9.96
2020-08-22,Lokoja,Kogi,North Central,3.412,5.42,28.29,38.2,34.2,5.63,2.37
2020-08-23,Lokoja,Kogi,North Central,2.929,5.042,29.83,44.8,60.3,3.33,8.72
2020-08-24,Lokoja,Kogi,North Central,3.459,5.093,26.26,36.9,66.2,2.18,0.91
2020-08-25,Lokoja,Kogi,North Central,3.111,5.455,30.57,42.0,58.8,4.58,17.98
2020-08-26,Lokoja,Kogi,North Central,2.677,4.934,28.55,34.3,58.8,4.73,0.05
2020-08-27,Lokoja,Kogi,North Central,3.319,5.985,27.69,53.7,65.8,6.36,7.56
2020-08-28,Lokoja,Kogi,North Central,3.748,5.256,29.79,53.9,43.3,4.37,21.22
2020-08-29,Lokoja,Kogi,North Central,2.32,5.159,29.05,34.5,58.3,4.2,0.85
2020-08-30,Lokoja,Kogi,North Central,2.697,4.822,24.56,56.9,48.3,8.34,25.13
2020-08-31,Lokoja,Kogi,North Central,2.597,4.888,26.71,33.4,66.4,1.53,9.18
2020-09-01,Lokoja,Kogi,North Central,3.166,5.262,29.59,44.3,55.9,1.97,1.77
2020-09-02,Lokoja,Kogi,North Central,2.821,4.729,29.96,31.6,64.8,7.08,8.9
2020-09-03,Lokoja,Kogi,North Central,1.967,5.175,31.56,49.5,53.7,2.23,3.82
2020-09-04,Lokoja,Kogi,North Central,3.57,5.237,28.08,25.3,56.5,6.14,3.49
2020-09-05,Lokoja,Kogi,North Central,2.975,4.922,28.27,25.0,41.6,2.97,22.1
2020-09-06,Lokoja,Kogi,North Central,3.082,5.486,30.03,53.3,69.0,1.53,4.97
2020-09-07,Lokoja,Kogi,North Central,2.117,4.93,30.46,39.9,82.4,4.3,16.16
2020-09-08,Lokoja,Kogi,North Central,2.016,5.624,26.81,51.8,53.9,1.66,6.66
2020-09-09,Lokoja,Kogi,North Central,3.605,5.277,27.23,42.9,42.5,3.88,5.52
2020-09-10,Lokoja,Kogi,North Central,1.938,5.121,26.69,58.0,67.5,2.91,16.33
2020-09-11,Lokoja,Kogi,North Central,3.488,4.872,29.63,53.0,61.0,3.36,9.74
2020-09-12,Lokoja,Kogi,North Central,2.364,5.099,28.33,40.9,51.4,0.88,10.25
2020-09-13,Lokoja,Kogi,North Central,2.765,5.164,25.4,35.6,41.6,3.02,4.99
2020-09-14,Lokoja,Kogi,North Central,2.32,5.183,31.49,31.2,81.0,3.29,4.08
2020-09-15,Lokoja,Kogi,North Central,2.482,5.137,27.36,47.3,53.0,1.26,2.27
2020-09-16,Lokoja,Kogi,North Central,2.16,5.217,28.91,49.2,62.4,6.06,11.38
2020-09-17,Lokoja,Kogi,North Central,2.294,5.014,28.47,42.8,61.0,2.25,9.7
2020-09-18,Lokoja,Kogi,North Central,2.595,4.826,27.09,50.1,60.3,4.79,27.33
2020-09-19,Lokoja,Kogi,North Central,2.288,5.632,30.54,41.0,70.5,1.87,0.44
2020-09-20,Lokoja,Kogi,North Central,3.306,4.99,25.92,47.8,51.7,4.45,3.72
2020-09-21,Lokoja,Kogi,North Central,3.172,5.012,29.17,55.8,59.4,1.65,3.12
2020-09-22,Lokoja,Kogi,North Central,2.57,5.064,26.43,53.9,45.4,3.9,14.16
2020-09-23,Lokoja,Kogi,North Central,3.02,5.065,32.56,35.3,55.4,1.47,0.3
2020-09-24,Lokoja,Kogi,North Central,2.956,5.216,27.45,40.6,59.1,3.69,8.71
2020-09-25,Lokoja,Kogi,North Central,3.349,4.755,29.06,36.7,44.0,2.6,0.02
2020-09-26,Lokoja,Kogi,North Central,2.636,4.852,28.14,32.7,73.2,7.55,9.73
2020-09-27,Lokoja,Kogi,North Central,3.389,5.488,27.0,42.5,56.8,3.32,2.49
2020-09-28,Lokoja,Kogi,North Central,3.094,4.686,27.42,28.9,55.6,2.57,7.61
2020-09-29,Lokoja,Kogi,North Central,3.876,4.762,30.0,44.6,39.7,3.79,38.46
2020-09-30,Lokoja,Kogi,North Central,3.5,5.56,25.32,32.2,45.9,4.34,19.85
2020-10-01,Lokoja,Kogi,North Central,2.631,4.848,29.38,44.0,70.8,3.65,11.34
2020-10-02,Lokoja,Kogi,North Central,2.652,5.241,32.36,41.8,62.0,2.07,2.62
